1508,F - Zero - GP Legend ,M5,猎鹰GP传说 - 零式未来赛车,M5, RCG
1509,Crash Bandicoot Purple - Ripto's Rampage ,U,古惑狼 - 暴跳的罗彼德与紫色小龙斯派罗,E, ACT
1510,Spyro Orange - The Cortex Conspiracy ,U,小龙斯派罗 - 阴谋的本质与橙色古惑狼,E, ACT
1511,Duel Masters - Sempai Legends ,U,卡片决斗高手 - 永恒的传说,E, CAG
1512,Classic NES Series - The Legend of Zelda ,U,经典任天堂 - 萨尔达传说,E, A·RPG
1513,Sonic Battle ,M6,索尼克战斗,M6, ACT
1514,Classic NES Series - Super Mario Bros. ,U,经典任天堂 - 超级马里奥兄弟,E, ACT
1515,Game Boy Advance Video - Strawberry Shortcake - Volume 1 ,U,GBA电影 - 蛋糕上的草莓第1卷,E, MOV
1516,Classic NES Series - Bomberman ,U,经典任天堂 - 炸.弹人,E, ACT
1517,Classic NES Series - Excitebike ,U,经典任天堂 - 越野机车,E, RCG
1518,Classic NES Series - Xevious ,U,经典任天堂 - 铁板阵,E, STG
1519,Classic NES Series - Pac - Man ,U,经典任天堂 - 大食客,E, ACT
1520,Classic NES Series - Ice Climber ,U,经典任天堂 - 雪人兄弟,E, ACT
1521,Classic NES Series - Donkey Kong ,U,经典任天堂 - 大金刚,E, ACT
1522,Game Boy Advance Video - Fairly Odd Parents!：The - Volume 1 ,U,GBA电影 - 反斗家族第1卷,E, MOV
1523,Ultimate Card Games ,U,终极扑克牌游戏,E, TAB
1524,Game Boy Advance Video - All Grown Up! - Volume 1 ,U,GBA电影 - 我们都长大了 - 成长第1卷,E, MOV
1525,Jajamaru Jr. Denshouki - Jalecolle mo Arisourou ,J,茶茶丸Jr.传承记,J, ACT
1526,Mario vs. Donkey Kong ,J,马里奥对大金刚,J, ACT
1527,Metroid - Zero Mission ,J,银河战士2 - 初始零点任务,J, A·RPG
1528,Medal of Honor - Infiltrator ,J,荣誉勛章 - 渗透者,J, STG
1529,Sabre Wulf ,U,剑齿虎,E, ACT
1530,Shining Force - Resurrection of the Dark Dragon ,U,光明力量 - 暗黑龙的复活,E, RPG
1531,Mickey no Pocket Resort ,J,米老鼠 - 口袋旅游胜地,J, TAB
1532,Waliou Xunbao Ji ,C,神游之瓦力欧寻宝记,C, ACT
1533,Woody Woodpecker in Crazy Castle 5 ,U,啄木鸟伍迪勇闯疯狂城堡5,E, ACT
1534,XS Moto ,U,XS摩托车,E, RCG
1535,Thunder Alley ,U,雷霆越野车,E, RCG
1536,Sonic Advance 3 ,M6,索尼克大冒险3,M6, ACT
1537,Asterix & Obelix XXL ,M6,幻想新国度,M6, A·RPG
1538,Shrek 2 ,M5,怪物史莱克2,M5, ACT
1539,Secret Agent Barbie - Royal Jewels Mission ,M5,芭比秘密间谍,M5, ACT
1540,Donkey Kong Country 2 ,M5,超级大金刚2,M5, ACT
1541,Sonic Advance 3 ,M6,索尼克大冒险3,M6, ACT
1542,Spyro Fusion ,M5,小龙斯派罗 - 阴谋的本质与橙色古惑狼,M5, ACT
1543,Crash Bandicoot Fusion ,M5,古惑狼 - 暴跳的罗彼德与紫色小龙斯派罗,M5, ACT
1544,Mario Golf - Advance Tour ,U,马里奥高尔夫巡回赛,E, SPG
1545,Dragon Quest Characters - Torneco no Daibouken 3 Advance - Fushigi no Dungeon ,J,特鲁尼克大冒险3不思议的迷宫,J, A·RPG
1546,Harry Potter to Azkaban no Shuujin ,J,哈利·波特与阿兹卡班的逃犯,J, A·RPG
1547,2 Games in 1 - Super Chinese Advance 1 & 2 ,J,新游戏2合1 - 超级中国人1+2双套装,J, A·RPG
1548,Dragon Ball Z - Supersonic Warriors ,U,七龙珠Z - 舞空斗剧,E, FTG
1549,Game Boy Advance Video - Pokemon - Volume 2 ,U,GBA电影 - 口袋妖怪第2卷,E, MOV
1550,Game Boy Advance Video - Pokemon - Volume 1 ,U,GBA电影 - 口袋妖怪第1卷,E, MOV
1551,BB Booru ,J,BB球,J, RPG
1552,Oshare Wanko ,J,俏皮宠物,J, TCG
1553,Spider - Man 2 ,U,蜘蛛侠2,E, ACT
1554,Megaman Battle Network 4 - Red Sun ,U,洛克人战斗网络EXE 4 - 红太阳,E, A·RPG
1555,Megaman Battle Network 4 - Blue Moon ,U,洛克人战斗网络EXE 4 - 蓝月亮,E, A·RPG
1556,Yu - Gi - Oh! Reshef of Destruction ,U,游戏王8 - 毁灭的大邪神,E, CAG
1557,Game Boy Advance Video - Cartoon Network Collection - Volume 1 ,U,GBA电影 - 卡通网络频道珍藏电影 - 第1卷,E, MOV
1558,Game Boy Advance Video - Codename Kids Next Door - Volume 1 ,U,GBA电影 - 小孩大联邦第1卷,E, MOV
1559,Super Donkey Kong 2 ,J,超级大金刚2,J, ACT
1560,Kirby & The Amazing Mirror ,M5,星之卡比 - 镜之谜宫,M5, ACT
1561,Game Boy Advance Video - Nicktoon's Collection - Volume 1 ,U,GBA电影 - 尼克卡通珍藏电影第1卷,E, MOV
1562,Around the World in 80 Days ,U,环游世界80天,E, ACT
1563,Kim Possible 2 - Drakken's Demise ,M2,迪斯尼之麻辣女孩2,M2, ACT
1564,Game Boy Advance Video - The Adventures of Jimmy Neutron - Boy Genius - Volume 1 ,E,GBA电影 - 天才男孩吉米大冒险第1卷,E, MOV
1565,Spider - Man 2 ,M4,蜘蛛侠2,M4, ACT
1566,Mario Golf - Advance Tour ,A,马里奥高尔夫巡回赛,E, SPG
1567,Sitting Ducks ,M6,坐坐鸭,M6, ACT
1568,CT Special Forces 2 - Back in the Trenches ,M6,CT特种部队2 - 重返战壕,M6, ACT
1569,Astro Boy - Omega Factor ,M6,铁臂阿童木 - 阿童木心之秘密,M6, ACT
1570,Hamtaro - Ham - Ham Games ,M2,哈姆太郎运动会,M2, SPG
1571,Kaiketsu Zorori to Mahou no Yuuenchi - Ohimesama wo Sukue! ,J,恶作剧王大闹魔法游乐园 - 解救公主,J, ACT
1572,Zettaizetsumei Dangerous Jiisan - Tsuu Ikari no Oshioki Blues ,J,天才爷爷 - 痔疮先生的痛,J, ACT
1573,Digi Communication 2 - Datou! Black Gemagema Dan ,J,便利商店2 - 打倒熊猫少女团,J, SLG
1574,Fire Emblem ,M3,火炎之纹章 - 烈火之剑,M3, S·RPG
1575,Fire Emblem ,M3,火炎之纹章 - 烈火之剑,M3, S·RPG
1576,Wagamama Fairy Mirumo de Pon! - Yume no Kakera ,J,任性妖精米诺 - 梦的碎片,J, RPG
1577,Hamtaro - Ham - Ham Games ,M5,哈姆太郎运动会,M5, SPG
1578,Game Boy Advance Video - Teenage Mutant Ninja Turtles - Volume 1 ,U,GBA电影 - 忍者神龟第1卷,E, MOV
1579,Doom II ,E,DOOM - 毁灭战士2,E, FPS
1580,Konjiki no Gashbell!! - Makai no Bookmark ,J,金色卡修 - 魔界的书签,J, A·RPG
1581,Monster Summoner ,J,怪兽召唤士,J, SLG
1582,Game Boy Advance Video - Yu - Gi - Oh! Yugi vs. Joey - Volume 1 ,U,GBA电影 - 游戏王第1卷,E, MOV
1583,Naruto RPG - Uketsugareshi Hi no Ishi ,J,火影忍者RPG,J, RPG
1584,Catwoman ,M7,猫女,M7, ACT
1585,Zoku Bokura no Taiyou - Taiyou Shounen Django ,J,我们的太阳2 - 太阳少年加戈,J, A·RPG
1586,Duel Masters 2 - Kirifuda Shoubu Version ,J,卡片决斗高手2 - 切札胜舞版,J, CAG
1587,Hagane no Renkinjutsushi - Omoide no Soumeikyoku ,J,钢之炼金术士 - 回忆之奏鸣曲,J, RPG
1588,Croket! 4 - Bank no Mori no Mamorigami ,J,馅饼4 - 森林守护神,J, FTG
1589,Get Ride! AMDriver - Senkou no Hero Tanjou! ,J,重装骑士 - 闪光英雄的诞生,J, S·RPG
1590,Chaoji Maliou 2 ,C,神游之超级马里欧2,C, ACT
1591,Dragon Ball Z - The Legacy of Goku II International ,J,七龙珠Z - 悟空的遗产传说2,J, A·RPG
1592,Puyo Puyo Fever ,M6,魔法气泡扑呦扑呦 - 气泡大会战2,M6, TAB
1593,Gakkou no Kaidan - Hyakuyobako no Fuuin ,J,学校之怪谈 - 百妖箱的封印,J, RPG
1594,Zero One SP ,J,虚拟战争对还是错SP - 是与非,J, AVG
1595,Power Pro Kun Pocket 1+2 ,J,新游戏2合1 - 实况Q版口袋棒球合集1+2双套装,J, TCG
1596,Rejienzu - Yomigaeru Shiren no Shima ,J,军团 - 甦醒的试练之岛,J, RPG
1597,Final Fantasy I & II Advance ,J,最终幻想1+2魂之黎明,J, RPG
1598,Dragon Tales - Dragon Adventures ,E,龙之传说 - 巨龙冒险,E, ACT
1599,Tak and the Power of Juju ,M2,塔克 - 符咒的神力,M2, ACT
1600,Donchan Puzzle Hanabi de Dohn Advance ,J,花火百景A,J, PUZ
1601,Hanabi Hyakkei Advance ,J,花火大会,J, PUZ
1602,SD Gundam Force ,J,SD高达力量,J, FTG
1603,Shining Force - Kuroki Ryuu no Fukkatsu ,J,光明力量 - 暗黑龙的复活,J, RPG
1604,Rockman EXE 4.5 - Real Operation ,J,洛克人战斗网络EXE 4.5 - 真实演习,J, A·RPG
1605,Doubutsujima no Chobi Gurumi 2 - Tamachan Monogatari ,J,动物岛的乔比们2 - 球球物语,J, RPG
1606,B - Legends! Battle B - Daman - Moero! B - Damashii!! ,J,B - 传说!战斗比达弹珠人炎魂,J, ACT
1607,Himawari Doubutsu Byouin - Pet no Oishasan Ikusei Game ,J,向日葵动物医院 - 宠物医生,J, TCG
1608,Ultra Keibitai - Monster Attack ,J,超级警备队 - 怪兽袭击,J, SLG
1609,Densetsu no Stafy 3 ,J,传说的斯塔菲3,J, ACT
1610,Need for Speed - Porsche Unleashed ,U,极品飞车 - 宝石捷之旅,E, RCG
1611,Cartoon Network Block Party ,U,卡通频道 - 疯狂派对,E, TAB
1612,Mobile Suit Gundam Seed - Battle Assault ,U,高达Seed - 格斗篇,E, FTG
1613,Madden NFL 2005 ,U,NFL疯狂马顿橄榄球2005,E, SPG
1614,Thunderbirds ,U,雷鸟,E, ACT
1615,Famicom Mini Vol. 21 - Super Mario Bros. 2 ,J,任天堂FC珍藏游戏系列第21辑 - 马里奥兄弟2,J, ACT
1616,Famicom Mini Vol. 22 - Nazo no Murasame Jou ,J,任天堂FC珍藏游戏系列第22辑 - 迷之村雨城,J, ACT
1617,Famicom Mini Vol. 23 - Metroid ,J,任天堂FC珍藏游戏系列第23辑 - 银河战士,J, ACT
1618,Famicom Mini Vol. 24 - Hikari Shinwa - Palthena no Kagami ,J,任天堂FC珍藏游戏系列第24辑 - 光神话之镜,J, ACT
1619,Famicom Mini Vol. 25 - The Legend of Zelda 2 - Link no Bouken ,J,任天堂FC珍藏游戏系列第25辑 - 萨尔达传说2 - 林克大冒险,J, A·RPG
1620,Famicom Mini Vol. 26 - Famicom Mukashi Banashi - Shin Onigashima - Zen Kou Hen ,J,任天堂FC珍藏游戏系列第26辑 - 新鬼岛,J, AVG
1621,Famicom Mini Vol. 27 - Famicom Tantei Club - Kieta Koukeisha - Zen Kou Hen ,J,任天堂FC珍藏游戏系列第27辑 - 侦探俱乐部1,J, AVG
1622,Famicom Mini Vol. 28 - Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo - Zen Kou Hen ,J,任天堂FC珍藏游戏系列第28辑 - 侦探俱乐部2,J, AVG
1623,Famicom Mini Vol. 29 - Akumajou Dracule ,J,任天堂FC珍藏游戏系列第29辑 - 恶魔城,J, ACT
1624,Famicom Mini Vol. 30 - SD Gundam World - Gachapon Senshi Scramble Wars ,J,任天堂FC珍藏游戏系列第30辑 - SD高达战士,J, SLG
1625,SpongeBob SquarePants - The Movie ,U,超级海绵笨伯电影版,E, ACT
1626,Tom Clancy's Splinter Cell - Pandora Tomorrow ,M3,分裂细胞2明日潘多拉,M3, ACT
1627,Pitfall - The Lost Expedition ,U,玛亚历险记 - 迷失的探险队,E, ACT
1628,Dragon Ball Z - Supersonic Warriors ,M5,七龙珠Z - 舞空斗剧,M5, FTG
1629,Summon Night - Craft Sword Monogatari 2 ,J,召唤之夜 - 铸剑物语2,J, A·RPG
1630,Super Mario Ball ,J,马里奥弹珠台,J, TAB
1631,Super Mario Advance 4 - Super Mario Bros. 3 ,M5,超级马里奥4 1.1版,M5, ACT
1632,Crash Bandicoot - Bakusou! Nitro Cart ,J,古惑狼赛车,J, RCG
1633,Digimon Racing ,M5,数码暴龙赛车,M5, RCG
1634,Rapala Pro Fishing ,U,诺马职业钓鱼,E, SPG
1635,Crushed Baseball ,U,热血棒球,E, SPG
1636,Pokemon - Fire Red Version ,U,口袋妖怪 - 火红,E, RPG
1637,Pokemon - Leaf Green Version ,U,口袋妖怪 - 绿叶,E, RPG
1638,Power Rangers - Dino Thunder ,U,鸟人战队 - 巨龙雷鸣,E, ACT
1639,Megaman Zero 3 ,E,洛克人ZERO3,E, ACT
1640,Tetris Worlds ,M3,俄罗斯方块,M3, PUZ
1641,Finding Nemo - The Continuing Adventures ,U,迪斯尼海底总动员 - 冒险再续,E, AVG
1642,Yu - Gi - Oh! Reshef of Destruction ,M5,游戏王 - 毁灭的大邪神,M5, CAG
1643,Boboboubo Boubobo - Bakutou Hajike Taisen ,J,爆裂鼻毛真拳 - 热斗爆裂大战,J, FTG
1644,Dragon Ball Z - Moogongtoogeuk ,K,七龙珠Z - 舞空斗剧,K, FTG
1645,Barbie - The Princess and the Pauper ,U,芭比 - 公主与乞丐,E, AVG
1646,Dragon Ball Z - Buu's Fury ,U,七龙珠Z - 布欧的愤怒,E, A·RPG
1647,Zoids Legacy ,U,机械兽新世纪,E, RPG
1648,Home on the Range ,M4,迪斯尼牧场是我家,M4, ACT
1649,Pocket Monsters - Emerald ,J,口袋妖怪 - 绿宝石,J, RPG
1650,Game Boy Advance SP AV Adaptor ,J,GBASP视频接收器,J, ETC
1651,Game Boy Advance Video - Dragon Ball GT - Volume 1 ,U,GBA电影 - 七龙珠GT第一卷,E, MOV
1652,Adventures of Jimmy Neutron：The - Boy Genius - Attack of the Twonkies ,U,天才男孩吉米,E, ACT
1653,Advance Guardian Heroes ,U,守护英雄A,E, ACT
1654,Mario Golf - Advance Tour ,G,马里奥高尔夫巡回赛德国版,G, SPG
1655,Mario Golf - Advance Tour ,I,马里奥高尔夫巡回赛意大利版,I, SPG
1656,Mario Golf - Advance Tour ,F,马里奥高尔夫巡回赛法国版,F, SPG
1657,Spider - Man 2 ,I,蜘蛛侠2,I, ACT
1658,Star Wars Trilogy - Apprentice of the Force ,M6,星球大战三部曲 - 学徒的原力,M6, ACT
1659,Star Wars Trilogy - Apprentice of the Force ,M3,星球大战三部曲 - 学徒的原力,M3, ACT
1660,Monster! Bass Fishing ,E,怪物巴斯钓鱼,E, SPG
1661,F - Zero - GP Legend ,U,猎鹰GP传说 - 零式未来赛车,E, RCG
1662,Advance Guardian Heroes ,J,守护英雄A,J, ACT
1663,Angel Collection 2 - Pichimo ni Narou ,J,天使的收藏品2 - 成为杂志模特,J, TCG
1664,Dan Doh!! - Tobase Shouri no Smile Shot!! ,J,高球小子 - 飞吧 胜利的微笑,J, SPG
1665,Minna no Soft Series - Minna no Shogi ,J,大家的将棋,J, TAB
1666,Hot Potato! ,E,火热的马铃薯,E, PUZ
1667,Backyard Basketball ,U,后院篮球,E, SPG
1668,Action Man - Robot Attack ,M5,机动人 - 机器人的攻击,M5, ACT
1669,Around the World in 80 Days ,M6,环游世界80天,M6, ACT
1670,Bubble Bobble - Old & New ,U,泡泡龙新版和旧版,E, PUZ
1671,Fairly Odd Parents!：The - Shadow Showdown ,U,反斗家族之暗影决战,E, ACT
1672,Shark Tale ,U,鲨鱼故事,E, ACT
1673,Barbie - The Princess and the Pauper ,M6,芭比 - 公主与乞丐,M6, AVG
1674,Ms. Pac - Man - Maze Madness ,U,吃豆小精灵大冒险,E, PUZ
1675,Pokemon - Edicion Rojo Fuego ,S,口袋妖怪 - 火红西班牙版,S, RPG
1676,Pokemon - Edicion Verde Hoja ,S,口袋妖怪 - 绿叶西班牙版,S, RPG
1677,Pokemon - Blattgrune Edition ,G,口袋妖怪 - 绿叶德国版,G, RPG
1678,Pokemon - Feuerrote Edition ,G,口袋妖怪 - 火红德国版,G, RPG
1679,Pokemon - Version Rouge Feu ,F,口袋妖怪 - 火红法国版,F, RPG
1680,Pokemon - Version Vert Feuille ,F,口袋妖怪 - 绿叶法国版,F, RPG
1681,Kill Switch ,U,战地杀机 - 屠戮开关,E, FPS
1682,Nicktoons - Freeze Frame Frenzy ,U,尼克通 - 棉花糖方块历险记疯狂定格,E, ACT
1683,Game Boy Advance Video - Pokemon - Volume 3 ,U,GBA电影 - 口袋妖怪第3卷,E, MOV
1684,Game Boy Advance Video - Pokemon - Volume 4 ,U,GBA电影 - 口袋妖怪第4卷,E, MOV
1685,Pokemon - Versione Rosso Fuoco ,I,口袋妖怪 - 火红意大利版,I, RPG
1686,Pokemon - Versione Verde Foglia ,I,口袋妖怪 - 绿叶意大利版,I, RPG
1687,Game Boy Advance Video - Nicktoon's Collection - Volume 2 ,U,GBA电影 - 尼克卡通珍藏电影第2卷,E, MOV
1688,TV Tuner PAL 2.0 ,C,电视宝PAL2.0,E, ETC
1689,TV Tuner PAL 1.3 ,C,电视宝PAL1.3,E, ETC
1690,Mario Golf - Advance Tour ,S,马里奥高尔夫巡回赛西班牙版,S, SPG
1691,Pokemon - Leaf Green Version ,U,口袋妖怪 - 绿叶1.1版,E, RPG
1692,Fire Emblem - Seima no Kouseki ,J,火炎之纹章 - 圣魔之光石,J, SLG
1693,Tony Hawk's Underground 2 ,U,托尼·霍克地下滑板2,E, SPG
1694,Mario Pinball Land ,U,马里奥弹珠台,E, TAB
1695,Pokemon - Fire Red Version ,U,口袋妖怪 - 火红1.1版,E, RPG
1696,LEGO Knights' Kingdom ,U,乐高骑士帝国,E, AVG
1697,Starsky & Hutch ,U,一路狂飙之极速双雄,E, RCG
1698,Titeuf - Mega Compet' ,F,坏小子 - 迪德夫,F, PUZ
1699,Archer Maclean's - 3D Pool ,U,3D虚拟台球,E, TAB
1700,FIFA Football 2005 ,M6,FIFA足球2005,M6, SPG
1701,Wakeboarding Unleashed featuring Shaun Murray ,U,极限水上滑板,E, SPG
1702,Megaman Zero 3 ,U,洛克人ZERO3,E, ACT
1703,Mawaru - Made in Wario ,J,旋转瓦里奥,J, PUZ
1704,Tak 2 - The Staff of Dreams ,U,塔克2 - 梦想之杖,E, AVG
1705,Lilo & Stitch 2 - Hamsterviel Havoc ,U,迪斯尼星际宝贝2,E, ACT
1706,Shark Tale ,M3,鲨鱼故事,M3, ACT
1707,Lizzie McGuire 2 - Lizzie Diaries ,M2,平民天后2,M2, ACT
1708,That's So Raven ,U,如此瑞文,E, ACT
1709,Tron 2.0 - Killer App ,U,电子世界争霸战2.0,E, ACT
1710,Ty the Tasmanian Tiger 2 - Bush Rescue ,M3,泰斯虎冒险2丛林营救 - 试试塔斯梅尼亚的老虎,M3, ACT
1711,Game Boy Advance Video - Cartoon Network Collection - Volume 2 ,U,GBA电影 - 卡通网络频道珍藏电影 - 第2卷,E, MOV
1712,Action Replay GBX ,M4,GBA金手指工具3.1,M4, ETC
1713,Who Wants to Be a Millionaire - 2nd Edition ,E,谁想成为百万富翁2,E, ETC
1714,SD Gundam Force ,U,SD高达力量,E, ACT
1715,WWE - Survivor Series ,U,职业摔跤联盟 - 生存者系列,E, FTG
1716,Kirby & The Amazing Mirror ,U,星之卡比 - 镜子迷宫,E, ACT
1717,Teenage Mutant Ninja Turtles 2 - Battle Nexus ,U,忍者神龟2 - 并肩作战,E, ACT
1718,F - Zero - Climax ,J,零式未来赛车 - 高潮,J, RCG
1719,Boktai 2 - Solar Boy Django ,U,我们的太阳2 - 太阳少年加戈,E, A·RPG
1720,All Grown Up! - Express Yourself ,U,小淘气 - 我们长大了,E, ACT
1721,LEGO Knights' Kingdom ,M2,乐高骑士帝国,M2, AVG
1722,2 Games in 1 - Hot Wheels - Velocity X+Hot Wheels - World Race ,E,游戏2合1 - 无敌风火轮赛车和,E, RCG
1723,Golden Nugget Casino ,U,凯撒的宫殿A赌博机游戏合集,E, TAB
1724,Sentouin Yamada Hajime ,J,战斗员山田一,J, ACT
1725,Monster Trucks ,U,怪兽大脚车,E, RCG
1726,Super Hornet - FA 18F ,U,超级大黄蜂FA - 18F攻击机,E, STG
1727,Hamtaro - Rainbow Rescue ,M5,哈姆太郎 - 彩虹救援,M5, ACT
1728,Grand Theft Auto Advance ,U,侠盗猎车A,E, AVG
1729,Yu - Gi - Oh! Destiny Board Traveler ,U,游戏王 - 命运之旅,E, CAG
1730,Fruit Mura no Doubutsutachi ,J,水果村的动物们,J, PUZ
1731,Twin Series 2 - Oshare Princess 4+Sweet Life ,J,双子系列2 - 俏皮公主4+恋爱占卜大作战,J, ETC
1732,Aka - chan Doubutsuen ,J,小朋友的动物园,J, TCG
1733,Ochaken Kururin - Honwaka Puzzle de Hotto Shiyo ,J,小茶犬 - 温情谜语,J, PUZ
1734,Shrek 2 - Beg for Mercy ,U,怪物史莱克2 - 穿长靴的猫,E, ACT
1735,Duel Masters - Sempai Legends ,M5,卡片决斗高手 - 永恒的传说,M5, CAG
1736,Majokko Cream - chan no Gokko Series 2 - Kisekae Angel ,J,换装天使,J, TCG
1737,Wanko de Kururin! Wancle ,J,小茶犬 - 宠物滚滚乐园,J, PUZ
1738,Majokko Cream - chan no Gokko Series 1 - Wannyan Idol Gakuen ,J,汪仔偶像学园,J, PUZ
1739,PukuPuku Tennen Kairanban - Koi no Cupid Daisakusen ,J,咕嘟咕嘟天然传阅板 - 爱神丘比特大作战,J, PUZ
1740,Licca - chan no Oshare Nikki ,J,莉卡的时尚化妆日记,J, TCG
1741,Koinu to Issho 2 ,J,可爱小狗2,J, TCG
1742,Grand Theft Auto Advance ,M5,侠盗猎车A,M5, AVG
1743,Zelda no Densetsu - Fushigi no Boushi ,J,萨尔达传说 - 缩小帽,J, A·RPG
1744,Texas Hold'em Poker ,U,得克萨斯扑克牌,E, TAB
1745,Classic NES Series - Zelda II - The Adventure of Link ,U,任天堂FC珍藏游戏系列 - 萨尔达传说2 - 林克大冒险,E, A·RPG
1746,Classic NES Series - Castlevania ,U,任天堂FC珍藏游戏系列 - 恶魔城1,E, A·RPG
1747,Classic NES Series - Dr. Mario ,U,任天堂FC珍藏游戏系列 - 马里奥医生,E, PUZ
1748,Classic NES Series - Metroid ,U,任天堂FC珍藏游戏系列 - 银河战士,E, ACT
1749,Incredibles：The ,U,超人特工队1,E, ACT
1750,Elf - The Movie ,M5,圣诞精灵 - 电影版,M5, AVG
1751,Lord of the Rings：The - The Third Age ,M5,指环王 - 第三纪,M5, SLG
1752,Shrek 2 - Beg for Mercy ,M4,怪物史莱克2 - 穿长靴的猫,E, ACT
1753,Duel Masters - Kaijudo Showdown ,U,卡片决斗高手 - 最后的王牌,E, CAG
1754,Polar Express：The ,M5,极地快递,M5, AVG
1755,Metal Slug Advance ,U,合金弹头A,E, ACT
1756,Smashing Drive ,U,疯狂车驾驶员,E, RCG
1757,Urbz：The - Sims in the City ,M6,模拟人生 - 上流社会,M6, SLG
1758,Legend of Zelda：The - The Minish Cap ,M5,萨尔达传说 - 缩小帽,M5, A·RPG
1759,Cosmo & Wanda - Wenn Elfen Helfen! - Das Schatten - Duell ,G,反斗家族之暗影决战,G, ACT
1760,Pferd & Pony - Mein Pferdehof ,M2,马场精英1阳光马厩,M2, TCG
1761,Finding Nemo - The Continuing Adventures ,M3,迪斯尼海底总动员 - 冒险再续,M3, ACT
1762,Shaman King - Master of Spirits ,U,通灵王1 - 精神大师,E, A·RPG
1763,Codename Kids Next Door - Operation S.O.D.A. ,U,代号 - 邻家小孩,E, ACT
1764,Kingdom Hearts - Chain of Memories ,J,王国之心 - 记忆之链,J, A·RPG
1765,Pokemon - Edicion Rubi ,S,口袋妖怪 - 红宝石西班牙版,S, RPG
1766,Pokemon - Edicion Zafiro ,S,口袋妖怪 - 蓝宝石西班牙版,S, RPG
1767,Super Real Mahjong Dousoukai ,J,超级真实麻将同学会,J, TAB
1768,Shin Megami Tensei Devil Children - Messiah Riser ,J,真女神转生 - 恶魔少年,J, RPG
1769,Lemony Snicket's - A Series of Unfortunate Events ,U,雷蒙·斯尼奇的不幸历险,E, AVG
1770,SpongeBob SquarePants and Friends - Freeze Frame Frenzy ,M5,尼克通 - 棉花糖方块历险记疯狂定格,M5, ACT
1771,Incredibles：The ,M2,超人特工队1,M2, ACT
1772,Hot Wheels - Stunt Track Challenge ,U,无敌风火轮赛车 - 障碍挑战赛,E, RCG
1773,Cabela's Big Game Hunter - 2005 Adventures ,U,勇敢的坎贝拉猎鹿人2005,E, FPS
1774,World Championship Poker ,U,世界扑克冠军锦标赛,E, TAB
1775,Need for Speed - Underground 2 ,M4,极品飞车 - 地下狂飙2,M4, RCG
1776,Donkey Kong Country 2 ,U,超级大金刚2,E, ACT
1777,Mario vs. Donkey Kong ,M5,马里奥对大金刚,M5, ACT
1778,Kill Switch ,M5,战地杀机 - 屠戮开关,M5, FPS
1779,Defender of the Crown ,E,王冠的守护者,E, SLG
1780,Teenage Mutant Ninja Turtles 2 - Battle Nexus ,M5,忍者神龟2 - 并肩作战,M5, ACT
1781,Beyblade G - Revolution ,U,爆旋陀螺 - G点旋转,E, RPG
1782,Dragon Ball - Advanced Adventure ,J,七龙珠大冒险,J, ACT
1783,Yu Yu Hakusho - Tournament Tactics ,U,幽游白书 - 战略版,E, SLG
1784,Metal Slug Advance ,J,合金弹头A,J, ACT
1785,Creatures ,M3,造生物计划,M3, TCG
1786,Fear Factor - Unleashed ,U,恐惧因素 - 解惑之谁敢来挑战,E, ACT
1787,2 Games in 1 - GT Advance 3+Moto GP ,M6,游戏2合1 - GP摩托和GT3职业概念锦标车赛,M6, RCG
1788,Frogger - Kodaibunmei no Nazo ,J,青蛙冒险 - 古文明之谜,J, A·RPG
1789,Pac - Man World ,U,吃豆小精灵世界,E, ACT
1790,2 Games in 1 - Die Monster AG+Findet Nemo ,G,游戏2合1 - 迪斯尼怪兽公司和海底总动员 - 寻找伦莫,G, ACT
1791,Stadium Games ,U,田径运动会,E, SPG
1792,Tomb Raider - The Prophecy ,M5,古墓丽影 - 预言,M5, ACT
1793,Unglaublichen：Die ,G,超人特工队1,G, ACT
1794,Gakuen Alice - Dokidoki Fushigi Taiken ,J,学院爱丽丝 - 不可思议的心跳体验,J, TCG
1795,Finding Nemo - Arata na Bouken ,J,迪斯尼海底总动员 - 冒险再续,J, ACT
1796,Tron 2.0 - Killer App ,E,电子世界争霸战2.0,E, ACT
1797,Lilo & Stitch 2 ,M4,迪斯尼星际宝贝2,M4, ACT
1798,Beyblade G - Revolution ,M4,爆旋陀螺 - G点旋转,M4, RPG
1799,Lemony Snicket's - A Series of Unfortunate Events ,M2,雷蒙·斯尼奇的不幸历险,M2, AVG
1800,Super Mario Ball ,E,马里奥弹珠台,E, ACT
1801,Kidou Senshi Gundam Seed Destiny ,J,机动战士高达SEED Destiny,J, FTG
1802,Game Boy Wars Advance 1+2 ,J,游戏2合1 - 高级战争合集1+2双套装,J, SLG
1803,Yakusoku no Chi Riviera ,J,约束之地,J, RPG
1804,Premier Manager 2004 - 2005 ,M4,足球经理2004 - 2005,M4, TCG
1805,Final Fantasy I & II - Dawn of Souls ,U,最终幻想1+2魂之黎明,E, RPG
1806,Incredibili：Gli ,I,超人特工队1,I, ACT
1807,Payback ,M5,危险人物 - 报复,M5, ACT
1808,Ms. Pac - Man - Maze Madness ,M5,吃豆小精灵大冒险,M5, PUZ
1809,Moero!! Jaleco Collection ,J,燃烧系列合集,J, ETC
1810,Final Fantasy I & II - Dawn of Souls ,M5,最终幻想1+2 - 魂之黎明,M5, RPG
