file,name
mmaze,童话迷宫 (日版)
mmaze2,"童话迷宫 (日版, 修改版?)"
msx_marchen,童话的面纱 I (日版)
msx_marinbat,欢乐潜水艇 (日版)
marineb,海洋男孩
mariner,海底潜航 - 水手
md_mario3,玛利欧 3 - 环游世界 (俄罗斯版)
md_mario4,玛利欧 4 - 太空漫游 (俄罗斯版)
nes_marioadventure,玛利欧大冒险 (修改版)
md_andretti,"玛利欧·安德雷蒂车赛 (欧版, 美版)"
spec_maribros,玛利欧兄弟 (48K)
cv_mario,玛利欧兄弟 (自制)
marioj,玛利欧兄弟 (日版)
marioe,"玛利欧兄弟 (美版, 修正版 E)"
mariof,"玛利欧兄弟 (美版, 修正版 F)"
mario,"玛利欧兄弟 (美版, 修正版 G)"
nes_mariobros,玛利欧兄弟. (世界版)
md_mariolh,"马里奥·雷米斯曲棍球赛 (欧版, 美版)"
spec_maritrini,玛丽特里尼 - 自由职业者 怪物杀手 (自制)
markham,飞碟入侵
md_markou,马可 (美版)
md_marko,马可的魔法足球 (欧版)
gg_marko,马可的魔法足球 (欧版)
md_markop,"马可的魔法足球 (欧版, 工程版)"
sms_marksmanu,神枪手和飞碟射击 (美版)
sms_marksman,"神枪手和飞碟射击和野外狩猎 (欧版, 巴西版)"
mars,火星
msx_mars2,火星 II (日版)
msx_marsland,火星登陆器 (自制)
mmatrixa,火星矩阵 (000412 亚洲版)
mmatrixj,火星矩阵 (000412 日版)
mmatrixd,火星矩阵 (000412 美版 凤凰版)
mmatrix,火星矩阵 (000412 美版)
spec_marsmarealienation,火星噩梦 - 异化 (自制)
md_marsup,马苏皮拉米 (欧版)
md_marsupu,马苏皮拉米 (美版)
mtlchampa,武术冠军 (版本 AAA)
mtlchamp1,武术冠军 (版本 EAA)
mtlchamp,武术冠军 (版本 EAB)
mtlchampj,武术冠军 (版本 JAA)
mtlchampu1,武术冠军 (版本 UAD)
mtlchampu,武术冠军 (版本 UAE)
martmast102c,"形意拳 (版本 102, 101, 101, 中国版)"
martmast103c,"形意拳 (版本 103, 102, 101, 中国版)"
martmast104c,"形意拳 (版本 104, 102, 101, 中国版)"
martmast,"形意拳 (V104, 102, 102, 美版)"
marmatcp,形意拳 - 增强游戏平衡 (修改版)
marmatsc,形意拳 - 可选隐藏人物 (修改版)
msx_martianoids,火星生物 (欧版)
marvlandj,奇异岛 (日版)
md_marvlandj,奇异岛 (日版)
marvland,奇异岛 (美版)
md_marvland,奇异岛 (美版)
msha,漫威超级英雄 (951024 亚洲版)
mshbr1,超级漫画英雄 (巴西版 951024)
msh,漫威超级英雄 (951024 欧版)
mshjr1,漫威超级英雄 (951024 日版)
mshud,漫威超级英雄 (951024 美版 凤凰版)
mshu,漫威超级英雄 (951024 美版)
mshb,漫威超级英雄 (951117 巴西版)
mshh,漫威超级英雄 (951117 西班牙版)
mshj,漫威超级英雄 (951117 日版)
mshvsfa1,漫威超级英雄对街头霸王 (970620 亚洲版)
mshvsfa,漫威超级英雄对街头霸王 (970625 亚洲版)
mshvsfb1,漫威超级英雄对街头霸王 (970625 巴西版)
mshvsf,漫威超级英雄对街头霸王 (970625 欧版)
mshvsfh,漫威超级英雄对街头霸王 (970625 西班牙版)
mshvsfj2,漫威超级英雄对街头霸王 (970625 日版)
mshvsfu1d,漫威超级英雄对街头霸王 (970625 美版 凤凰版)
mshvsfu1,漫威超级英雄对街头霸王 (970625 美版)
mshvsfj1,漫威超级英雄对街头霸王 (970702 日版)
mshvsfj,漫威超级英雄对街头霸王 (970707 日版)
mshvsfb,漫威超级英雄对街头霸王 (970827 巴西版)
mshvsfu,漫威超级英雄对街头霸王 (970827 美版)
mvscur1,漫威对卡普空 - 超级英雄的冲突 (971222 美版)
mvscar1,漫威对卡普空 - 超级英雄的冲突 (980112 亚洲版)
mvscr1,漫威对卡普空 - 超级英雄的冲突 (980112 欧版)
mvscjr1,漫威对卡普空 - 超级英雄的冲突 (980112 日版)
mvsca,漫威对卡普空 - 超级英雄的冲突 (980123 亚洲版)
mvscb,漫威对卡普空 - 超级英雄的冲突 (980123 巴西版)
mvsc,漫威对卡普空 - 超级英雄的冲突 (980123 欧版)
mvsch,漫威对卡普空 - 超级英雄的冲突 (980123 西班牙版)
mvscj,漫威对卡普空 - 超级英雄的冲突 (980123 日版)
mvscjsing,"漫威对卡普空 - 超级英雄的冲突 (980123 日版, 单机板)"
mvscud,漫威对卡普空 - 超级英雄的冲突 (980123 美版 凤凰版)
mvscu,漫威对卡普空 - 超级英雄的冲突 (980123 美版)
marvins,马文的迷宫
md_franken,科学怪人 (美版)
masao,马绍
nes_mashieiydenwatgaj,魔神英雄传 (日版)
nes_mashieiydenwatga,魔神英雄传 (英语翻译)
msx_gabalina,"魔性之馆 - 顽皮鬼 (日版, 替换版)"
msx_gabalin,魔性之馆 - 顽皮鬼 (日版)
md_masiaka,"马斯卡 (自制, 演示版)"
spec_mask,面具
msx_mask2,蒙面斗士 II (欧版)
msx_mask3,蒙面斗士 III - 毒液反击战 (欧版)
kamenrid,假面骑士俱乐部
spec_masterblaster,爆破大师
mastboyo,"神童问答 (1987, Z80 硬件)"
mastboyoa,"男孩主人 (1987, Z80 硬件, 第 2 套)"
mastboyob,"男孩主人 (1987, Z80 硬件, Ichi-Funtel)"
nes_mastechuanddruhu,大师和醉鬼 (美版)(未授权)
gg_mastdark,黑暗主宰者 (欧版)
sms_mastdark,"黑暗主宰者 (欧版, 巴西版)"
sms_mastdarkc,黑暗主宰者 (西班牙语翻译)
md_masterms,万兽之王 (西班牙语翻译)
md_mastermj,万兽之王 (日版)
md_masterm,万兽之王 (美版)
msx_mastlamp,星辰大师 (欧版)
masterwj,武装大师战机 (日版)
md_mweapon,武装大师战机 (日版)
masterwu,武装大师战机 (美版)
masterw,武装大师战机 (世界版)
nes_mastershooter,射击大师 (未授权)
sms_mastcomb,"搏斗之王 (欧版, 巴西版, 澳洲版)"
matmania,疯狂摔跤 
spec_matchday,比赛日 (48K)
spec_matchdy2,比赛日 II (48K)
matchit,四川省 - 女子寮编 
matchit2,四川省 II
spec_mtchotd,英超联赛集锦 (128K)
md_maten,魔天的创灭 (日版)
nes_matendouji,魔天童子 (日版)
md_mathblst,数字射击 - 第 1 集 (美版)
chf_mthquiz1,数学测验 1
chf_mthquiz2,数学测验 2
fds_matounohou,魔塔之崩坏 (日版)
matrimbl,新豪血寺一族 - 斗婚 (盗版)
matrimbh,"新豪血寺一族 - 斗婚 (开启隐藏角色, 版本 2)"
matrim,新豪血寺一族 - 斗婚 (NGM-2660)(NGH-2660)
maxrpm,最大转速 (版本 2)
nes_maxwar,孤独战士 - 惑星戒严令 (日版)
msx_maxima,极限战机 (欧版)
mayday,空袭警报 (第 1 套)
maydaya,空袭警报 (第 2 套)
maydayb,空袭警报 (第 3 套)
msx_mayhem,破坏危机
chf_maze,迷宫
chf_mazea,迷宫
sms_mazehunt,"迷宫猎人 3-D (欧版, 美版, 巴西版)"
msx_mazemax,麦克斯迷宫
mofflott,弗洛特迷宫 (日版)
sms_mazewalk,迷宫步行者 (日版)
cv_mazezam,推箱子 (自制)
cv_mazezamch,推箱子挑战 (自制)
md_mazinsaga,圣战魔神 (亚洲版)
md_mazinsagj,"圣战魔神 (日版, 韩版)"
md_mazinsagu,圣战魔神 (美版)
md_mazinwar,圣战魔神 (欧版)
mazingerj,"铁甲万能侠 Z (日版, 版本 94/06/27)"
mazinger,"铁甲万能侠 Z (世界版, 版本 94/06/27)"
md_mcdonald,麦当劳叔叔的黄金岛冒险 (欧版)
md_mcdonalds,麦当劳叔叔的黄金岛冒险 (西班牙语翻译)
md_mcdonaldj,麦当劳叔叔的黄金岛冒险 (日版)
md_mcdonaldjp,"麦当劳叔叔的黄金岛冒险 (日版, 工程版)"
md_mcdonaldu,麦当劳叔叔的黄金岛冒险 (美版)
spec_meanstreak,坏脾气
msx_mecha8,8 号机甲人 (自制)
cv_mecha8,8 号机甲人 (自制)
cv_mecha9,9 号机器人 (自制)
mechattj,机枪双雄 (日版)
mechattu,机枪双雄 (美版)
mechattu1,"机枪双雄 (美版, 版本 1, 单人版)"
nes_mechaatt,机枪双雄 (美版)
mechatt,机枪双雄 (世界版)
md_medalc,"赌城 (日版, 世嘉网络)"
md_meganser,答录机程序 (日版)
spec_megaapocalypse,超级启示录
megablstj,空间战机 (日版)
megablstu,空间战机 (美版)
megablst,空间战机 (世界版)
md_megabomb,"炸弹人 (欧版, 韩版)"
md_megabombu,炸弹人 (美版)
md_megabm8,炸弹人 - 8 人演示
md_cperils,谢丽尔的危机
megaforcu,星际武力 Mega force (美版)
megaforc,星际武力 Mega force (世界版)
md_megaga10,世嘉游戏合集 10 (巴西版)
md_megaga2,世嘉游戏合集 2 (欧版)
md_megaga3,"世嘉游戏合集 3 (欧版, 亚洲版)"
md_megaga61,世嘉游戏合集 6 卷 1 (欧版)
md_megaga62,世嘉游戏合集 6 卷 2 (欧版)
md_megaga63,世嘉游戏合集 6 卷 3 (欧版)
md_megaga1,世嘉游戏合集 I (欧版)
gg_megaman,"洛克人 (欧版, 美版)"
nes_megaman,洛克人 (美版)
mmancp2ur2,"洛克人 - 力量之战 ((950925 美版, 样品版本)"
mmancp2ur1,"洛克人 - 力量之战 (950926 美版, 采样版)"
megamana,洛克人 - 力量之战 (951006 亚洲版)
megaman,洛克人 - 力量之战 (951006 美版)
mmancp2u,"洛克人 - 力量之战 (951006 美版, 采样版)"
md_megamaneu,洛克人 - 威利博士之战 (欧版)
md_megamans,洛克人 - 威利博士之战 (西班牙语翻译)
md_megaman,洛克人 - 威利博士之战 (美版)
nes_megaman2,洛克人 II (美版)
megaman2a,洛克人 2 - 力量对决 (960708 亚洲版)
megamn2d,洛克人 2 - 力量对决 (960708 美版 凤凰版)
megaman2,洛克人 2 - 力量对决 (960708 美版)
megaman2h,洛克人 2 - 力量对决 (960712 西班牙版)
nes_megaman3,洛克人 III (美版)
nes_megaman3imp,洛克人 III 改进版 (修改版 版本 2.22)
nes_megaman3rev,洛克人 III 调整版 (修改版 版本 1.1)
nes_megaman4,洛克人 IV (美版)(修订版 A)
nes_megaman5,洛克人 V (美版)
nes_megaman6,洛克人 VI (美版)
nes_megamancx,洛克人 CX (美版)
md_mindtris,"超级心灵 (自制, 版本 1.2)"
md_megaqbert11,"Q 伯特 (自制, 版本 1.1)"
md_megaswiv,威虎战机 (欧版)
md_megaswivb,"威虎战机 (欧版, 侵权版)"
md_megaswivci,威虎战机 (颜色改善版本 1.05)
md_megaswivs,威虎战机 (西班牙语翻译)
md_megaturr,超级外星悍将 (欧版)
md_megaturrs,超级外星悍将 (西班牙语翻译)
md_megaturrp,"超级外星悍将 (工程版, 19930518)"
md_megaturru,超级外星悍将 (美版)
mtwins,双麒儿 (900619 世界版)
megazoneh,无限地带 (程序代码 H)
megazonei,无限地带 (程序代码 I)
megazonej,无限地带 (程序代码 J)
megazone,无限地带 (程序代码 L)
megazonea,无限地带 (未知程序代码 1)
megazoneb,无限地带 (未知程序代码 2)
md_megalo1,诸神领地战 (欧版)
md_megalo,"诸神领地战 (欧版, 版本 1.1)"
md_megalof,诸神领地战 (法国版)
md_megaloj,诸神领地战 (日版)
megadon,马嘉登火箭
msx_megalsos,大都市紧急救援 (日版)
msx_megalsosb,"大都市紧急救援 (日版, 替换版 2)"
msx_megalsosa,"大都市紧急救援 (日版, 替换版)"
nes_megamanc,洛克人 (西班牙语翻译)
nes_megaman2c,洛克人 II (西班牙语翻译)
nes_megaman3c,洛克人 III (西班牙语翻译)
nes_megaman4c,洛克人 IV (西班牙语翻译)
nes_megaman5c,洛克人 V (西班牙语翻译)
nes_megaman6c,洛克人 VI (西班牙语翻译)
gg_lastbibl,女神转生外传 - 最后的圣经 (日版)
gg_lastbibse,女神转生外传 - 最后的圣经 S (英语翻译)
gg_lastbibs,女神转生外传 - 最后的圣经 S (日版)
md_megamind,"头脑风暴 (日版, 世嘉网络)"
md_meganet,世嘉网络 (巴西版)
msx_meganova,超新星战机 (西班牙版)
md_megapanl,拼图方块 (日版)
spec_megaphoenix,巨凤凰
md_megatrax,迷你四轮挑战赛 (日版)
sms_megumi,芽组消防队 (日版)
meijinsn,名人战 (第 1 套)
meijinsna,名人战 (第 2 套)
kikcubic,迷宫岛 (日版)
meikyuh,"迷宫猎人 G (日版, 第 1 套)"
meikyuha,"迷宫猎人 G (日版, 第 2 套)"
fds_meikyjiidabj,迷宫寺院 - 大巴巴 (日版)
fds_meikyjiidab,迷宫寺院 - 大巴巴 (英语翻译)
msx_meikyusha,"迷宫神话 (日版, 替换版)"
nes_meikyuujima,迷宫岛 (日版)
myqbert,美乐耶乐 Q 伯特
ngp_melonchn,小瓜子成长日记 (日版)
ngp_memories,纯真回忆 (日版)
cv_memmanor,记忆庄园
chf_memory,记忆消消看 1 和 2
msx_menace,防御威胁 (自制)
nes_menacebeach,危险海滩 (美版)(未授权)
msx_mtriton,"海卫一的威胁 (自制, 版本 1.1)"
msx_mtritonc,"海卫一的威胁 (自制, 版本 1.2)"
md_menacer,"光枪 6 合 1 (欧版, 美版)"
nes_mendelpalace,孟德尔宫 (美版)
md_menghu,梦幻水果盘 - 777 赌场 (中文版)
meosism,分裂魔法老虎机 (日版)
mercenario,雇佣兵 (突击队盗版)
spec_mercs,战场之狼
mercs,佣兵 (900302 世界版)
mercsur1,佣兵 (900302 美版)
mercsu,佣兵 (900608 美版)
sms_mercs,"佣兵 (欧版, 巴西版)"
md_mercs,"佣兵 (欧版, 美版) ~ 战场之狼 II (日版)"
md_mercss,佣兵 (西班牙语翻译)
spec_merlin_128,梅林 (128K)
spec_merlin,梅林 (替换版)(48K)
msx_merlin,梅林 (西班牙语)
merlinmm,梅林的金钱迷宫
pce_mesopot,美索不达米亚
metafox,沙漠之狐
spec_metaarmy,合金军队 (48K)
metalbj,黑色合金 (日版)
metalb,黑色合金 (世界版)
md_mb2277,金属爆裂 2277 (自制)
metlclsh,钢铁大战 (日版)
md_metalfng,金属獠牙 (日版)
nes_metalfighter,未来小子 (亚洲版)(Sachen)(未授权)
nes_metalforce,坦克力量 (韩版)(未授权)
metlfrzr,合金冷冻战车
nes_metalgear,合金装备 (美版)
nes_metalgearc,合金装备 (西班牙语翻译)
md_mgs,潜龙谍影 (俄罗斯版)
metlhawkj,"钢铁神鹰 (日版, 修正版 F)"
metlhawk,钢铁神鹰 (修正版 C)
spec_metalman,金属人 (自制)
nes_metalmaxj,重装机兵 (日版)
nes_metalmax,重装机兵 (英语翻译)
nes_metalmec,金属机甲 - 人与机器 (美版)
metlsavr,合金救助者
nes_metalslagloj,金属荣耀 (日版)
nes_metalslaglo,金属荣耀 (英语翻译)
mslugdg,"合金弹头 - 超级坦克-001 (多功能版, 修改版)"
ngp_mslug1st,合金弹头 - 一号任务 (世界版)
ngp_mslug2ndd,合金弹头 - 二号任务 (演示版)
ngp_mslug2nd,合金弹头 - 二号任务 (世界版)
mslug,合金弹头 - 超级坦克-001
mslug2dg,"合金弹头 2 - 超级坦克-001/II (多功能版, 修改版)"
mslug2,合金弹头 2 - 超级坦克-001/II (NGM-2410)(NGH-2410)
mslug2t,"合金弹头 2 (加速版, 修改版)"
mslug3g,"合金弹头 3 (多功能版, 修改版)"
mslug3h,合金弹头 3 (NGH-2560)
mslug3v,"合金弹头 3 (增强暴力版, 修改版)"
mslug3,合金弹头 3 (NGM-2560)
mslug3a,"合金弹头 3 (NGM-2560, 最初版)"
mslug4dg,"合金弹头 4 (多功能版, 修改版)"
mslug4h,合金弹头 4 (NGH-2630)
mslug4,合金弹头 4 (NGM-2630)
ms4plus,合金弹头 4 加强版 (盗版)
mslug5b,合金弹头 5 (盗版)
mslug5b2,"合金弹头 5 (盗版, 第 2 套)"
ms5pcb,合金弹头 5 (JAMMA 机板)
mslug5g,"合金弹头 5 (多功能版, 修改版)"
mslug5w,"合金弹头 5 (新战役, 修改版)"
mslug5h,合金弹头 5 (NGH-2680)
mslug5,合金弹头 5 (NGM-2680)
ms5plus,合金弹头 5 加强版 (盗版)
mslug3b6,合金弹头 6 (合金弹头 3 盗版)
mslugx,合金弹头 X - 超级坦克-001 (NGM-2500)(NGH-2500)
msisaac,合金战士艾萨克
md_msonichd,超光速金属索尼克 (修改版 版本 4.2)
pce_metlstok,铁甲战车
nes_metalstorm,重力装甲 (美版)
metmqstr,隐忍 (国际版)
metamrpha,变形战士 (版本 AAA)
metamrphe,变形战士 (版本 EAA 替换版)
metamrph,变形战士 (版本 EAA)
metamrphj,变形战士 (版本 JAA)
metamrphu,变形战士 (版本 UAA)
spec_metamorphosis,变态 (自制)
meteorbl,流星 (爆破彗星的盗版)
meteorho,流星 (Hoei 爆破彗星的盗版)
cv_meteosho,流星雨
meteorite,流星 (Proel 爆破彗星的盗版)
meteorts,陨星 (VGG 爆破彗星的盗版)
nes_metrocross,追赶跑跳蹦 (日版)
metrocrs,隧道横渡 (第 1 套)
metrocrsa,隧道横渡 (第 2 套)
fds_metroidj,银河战士 (日版)
fds_metroid,银河战士 (英语翻译)
nes_metroid,银河战士 (美版)
nes_metroidc,银河战士 (西班牙语翻译)
nes_metroorienh,银河战士起源增强版 (美版)
nes_metrorogdaw,银河战士 - 盗贼黎明 (美版)
nes_metroidmother,银河母亲 (修改版)
mexico86,墨西哥足球 86 (盗版自 Kick and Run)(第 1 套)
mexico86a,墨西哥足球 86 (盗版自 Kick and Run)(第 2 套)
ngp_mezase,目标! 汉字王 (日版)
spec_miamichase,迈阿密追逐
nes_micemission,救鼠行动 (未授权)
nes_michaandsworgrpr,迈克尔安德烈的国际汽车大奖赛 (美版)
fds_michaengdai,小猫英语大冒险 (日版)
mwalkbl2,迈克尔·杰克逊的月球漫步 (盗版)
sms_mwalk,"迈克尔·杰克逊的月球漫步 (欧版, 美版, 巴西版, 韩版)"
md_mwalks,迈克尔·杰克逊的月球漫步 (西班牙语翻译)
mwalkjd,迈克尔·杰克逊的月球漫步 (日版)(FD1094/8751 317-0157 盗版)
mwalkj,迈克尔·杰克逊的月球漫步 (日版)(FD1094/8751 317-0157)
md_mwalkp,"迈克尔·杰克逊的月球漫步 (工程版, 19900424)"
mwalk,"迈克尔·杰克逊的月球漫步 (第 3 套, 世界版, FD1094/8751 317-0159)"
mwalkud,迈克尔·杰克逊的月球漫步 (美版)(FD1094/8751 317-0158 盗版)
mwalku,迈克尔·杰克逊的月球漫步 (美版)(FD1094/8751 317-0158)
sms_mwalkp,"迈克尔·杰克逊的月球漫步 (美版, 工程版)"
md_mwalk1,迈克尔·杰克逊的月球漫步 (世界版)
mwalkd,迈克尔·杰克逊的月球漫步 (世界版)(FD1094/8751 317-0159 盗版)
md_mwalk,"迈克尔·杰克逊的月球漫步 (世界版, 修正版 A)"
spec_michelfutbolchamp,米歇尔足球大师赛 - 冠军赛
spec_michelfutbolskills,米歇尔足球大师赛 - 超级技巧
md_mickmack,环球斗士米克与麦可 (欧版)
md_mickmacks,环球斗士米克与麦可 (西班牙语翻译)
md_mickmacku,环球斗士米克与麦可 (美版)
md_mickmackup,"环球斗士米克与麦可 (美版, 工程版)"
sms_mickmack,"环球斗士米克与麦可 (欧版, 巴西版)"
gg_mickmack,"环球斗士米克与麦可 (欧版, 美版)"
md_mmania,疯狂米奇 - 米老鼠时空大冒险 (欧版)
md_mmanias,疯狂米奇 - 米老鼠时空大冒险 (西班牙语翻译)
md_mmaniaj,疯狂米奇 - 米老鼠时空大冒险 (日版)
md_mmaniau,疯狂米奇 - 米老鼠时空大冒险 (美版)
md_mmaniaup,"疯狂米奇 - 米老鼠时空大冒险 (美版, 工程版)"
nes_mickeymania7,米奇的狂热 7 (未授权)
spec_mickeymouse,米老鼠 (128K)
gg_legndillj,米老鼠传说中的王国 - 奇幻传说 (日版)
nes_mickemouiiij,米老鼠 III (日版)
nes_mickemouiii,米老鼠 III (英语翻译)
gg_castlillj,"米老鼠之幻影城堡 (日版, SMS 模式)"
gg_landillj,米老鼠之魔法水晶 (日版)
nes_mickemou,米老鼠 (美版)
sms_mickeyuc,米老鼠的终极挑战 (巴西版)
gg_mickeyuc,"米老鼠的终极挑战 (欧版, 美版)"
md_mickeyuc,米老鼠的终极挑战 (美版)
md_micromacc,微型机车 (加拿大版)
sms_micromac,微型机车 (欧版)
gg_micromac,微型机车 (欧版)
md_micromac,"微型机车 (欧版, 美版)"
md_micromacb,"微型机车 (欧版, 美版, 替换版 2)"
md_micromaca,"微型机车 (欧版, 美版, 替换版)"
md_micromacs,微型机车 (西班牙语翻译)
nes_micromachines,微型机器 (美版)(未授权)
md_microm96s,微型机车涡轮锦标赛 96 (西班牙语翻译)
gg_micromc2,微型机车 2 - 涡轮锦标赛 (欧版)
md_micromc2,"微型机车 2 - 涡轮锦标赛 (欧版, J-Cart)"
md_micromc2a,"微型机车 2 - 涡轮锦标赛 (欧版, J-Cart, 替换版)"
md_micromm,"军用微型机车 (欧版, J-Cart)"
md_microm96a,"微型机车涡轮锦标赛 96 (欧版, J-Cart)"
md_microm96,"微型机车涡轮锦标赛 96 (欧版, 版本 1.1, J-Cart)"
nes_micromages,微型法师
spec_micrsocc,足球 (128K)
spec_micrsocc_48,足球 (48K)
msx_midbros,午夜兄弟 (日版)
msx_midbrosa,"午夜兄弟 (日版, 替换版)"
msx_midbuild,午夜重建 (日版)
spec_mresist,午夜反击 (128K)
spec_mresist_48,午夜反击 (48K)
md_midress,午夜反击 (西班牙语翻译)
midresj,午夜反击 (日版)
md_midresj,午夜反击 (日版)
midresu,午夜反击 (美版)
md_midres,午夜反击 (美版)
midres,午夜反击 (世界版)
msx_midway,中途岛之战 (日版)
midssio,Midway SSIO Sound Board Internal pROM
nes_miedow,凯丽的噩梦 (自制)
nes_mig29,米格 29 战斗机 (美版)(未授权)
spec_mig29sovfighter,米格 29 战斗机
md_mig29,米格-29 战斗机飞行员 (欧版)
md_mig29j,米格-29 战斗机飞行员 (日版)
md_mig29u,米格-29 战斗机飞行员 (美版)
md_mightmag,"魔法门 - 异世界之门 (欧版, 美版)"
md_mightmg3,"魔法门 III - 特拉岛 (美版, 工程版)"
nes_mightybombjack,炸弹人杰克 (美版)
spec_mightyff,SD 快打旋风重制版 (自制)
nes_mightfinfig,快打旋风 (美版)
nes_mightfinfigc,快打旋风 (西班牙语翻译)
mightguy,威猛小子
mimonkey,猴王
mimonscr,猴王 (紧急起飞硬件盗版)
mimonsco,猴王 (超级眼镜蛇硬件盗版)
mimonscra,"猴王 (Kaina 游戏, 紧急起飞硬件盗版)"
md_mmpr,恐龙战队 (欧版)
gg_mmpr,"恐龙战队 (欧版, 美版)"
md_mmprs,恐龙战队 (西班牙语翻译)
md_mmprp6,"恐龙战队 (工程版, 19940708)"
gg_mmprp,"恐龙战队 (工程版, 19940716)"
md_mmprp5,"恐龙战队 (工程版, 19940718)"
md_mmprp2,"恐龙战队 (工程版, 19940809)"
md_mmprp1,"恐龙战队 (工程版, 19940810)"
md_mmpru,恐龙战队 (美版)
md_mmprp4,"恐龙战队 (美版, 工程版, 19940804)"
md_mmprp3,"恐龙战队 (美版, 工程版, 19940808)"
md_mmprfe,恐龙战队 - 格斗版 (俄罗斯版)
md_mmprtm,恐龙战队 - 电影版 (欧版)
gg_mmprtm,"恐龙战队 - 电影版 (欧版, 美版)"
md_mmprtms,恐龙战队 - 电影版 (西班牙语翻译)
gg_mmprtmp,"恐龙战队 - 电影版 (工程版, 19950530)"
md_mmprtmu,恐龙战队 - 电影版 (美版)
md_mmprtmp4,"恐龙战队 - 电影版 (美版, 工程版, 19950713)"
md_mmprtmp3,"恐龙战队 - 电影版 (美版, 工程版, 19950717)"
md_mmprtmp2,"恐龙战队 - 电影版 (美版, 工程版, 19950722)"
md_mmprtmp1,"恐龙战队 - 电影版 (美版, 工程版, 19950724)"
mwarr,威猛战士
mpangr1,超强气泡 (000925 欧版)
mpanga,超强气泡 (001010 亚洲版)
mpang,超强气泡 (001010 欧版)
mpangu,超强气泡 (001010 美版)
mpangjd,超强气泡 (001011 日版 凤凰版)
mpangj,超强气泡 (001011 日版)
md_ditkapf,"迈克·迪克实力美式足球赛 (欧版, 美版)"
md_ditkapf1,"迈克·迪克实力美式足球赛 (欧版, 美版, 替换版)"
spec_miketheguitar,吉他射手 - 迈克 (自制)
nes_miketysspunout,"拳无虚发 (日版, 美版)(修订版 A)"
mikie,捣蛋学员麦克
spec_mikie,捣蛋学员麦克 (48K)
mikiehs,捣蛋学员麦克 (高中涂鸦)
msx_mikie,捣蛋学员麦克. 新入社员彻君.
tg_miltrymd,疯狂军事
msx_milkrace,英国牛奶道业余赛 (欧版)
gtmr2a,1000 英里大师拉力赛 2 (95/04/04)
gtmr2,1000 英里大师拉力赛 2 (95/05/24)
milliped,千足虫
nes_millipede,杀虫大战 (美版)
nes_milli,杀虫大战 - 巨大昆虫的反击 (日版)
minasan,皆大欢喜! 骰子大会 (MOM-001)(MOH-001)
md_traysiaj,海港的特蕾西亚 (日版)
minefld,布雷区
nes_minelsagj,SAGA 战记 (日版)
nes_minelsag,SAGA 战记 (英语翻译)
cv_mine2049,矿工 2049
cv_mine2049a,矿工 2049 (替换版)
mineswpr,扫雷 
mineswpr4,扫雷 (4-Player)
md_miniplanets,"迷你行星 (自制, 修正版 2)"
nes_miniputt,迷你高尔夫球 (日版)
minivadr,迷你小蜜蜂
mmonkey,短毛猴
mmonkeyj,恶搞猴王 (日版)
md_mfpool,明尼苏达胖子 - 台球传奇 (美版)
nes_miracrops,神奇罗比特大冒险 2100 (日版)
sms_miracle,"非凡勇士 - 黑暗领主的封印 (欧版, 美版, 巴西版)"
sms_miraclec,非凡勇士 - 黑暗领主的封印 (西班牙语翻译)
sms_miraclep,非凡勇士 - 黑暗领主的封印 (工程版)
mirage,妖兽麻将传 (日版)
msx_mirai,未来 (日版)
mirninja,未来忍者 (日版)
nes_miraisenj,未来战史 (日版)
nes_miraisen,未来战史 (英语翻译)
mirax,米拉克斯 (第 1 套)
miraxa,米拉克斯 (第 2 套)
spec_miremare,"泥马 (自制, 版本 1.09)"
spec_misifucga,"重温赞美 - 巷猫 (自制, 版本 1.4.1)"
spec_misifucolor,"重温赞美 - ZX 色彩 (自制, 版本 1.4.1)"
md_misplaced,"错位 (自制, 英文版)"
md_misplacedr,错位 (俄文版)
msbingo,宾果小姐拼图方块
missb2,美女泡泡 II 
missmw96,天蚕变 '96 - 世界先生小姐篇 (裸体版)
mspacmanbgd,吃豆小姐 ('希腊制造' Datamat 盗版)
mspacmanblt,"吃豆小姐 ('希腊制造' Triunvi 盗版, 第 1 套)"
mspacmanblt2,"吃豆小姐 ('希腊制造' Triunvi 盗版, 第 2 套)"
mspuzzle,美少女解谜拼图
mspuzzleg,美少女解谜拼图 (美女方块克隆版)
mspuzzlea,"美少女解谜拼图 (裸体, 不太明显)"
mspuzzleb,"美少女解谜拼图 (裸体, 较明显)"
missw96a,天蚕变 '96 - 世界小姐篇 (裸体版)(第 2 套)
missw96b,天蚕变 '96 - 世界小姐篇 (裸体版)(第 3 套)
missw96c,天蚕变 '96 - 世界小姐篇 (裸体版)(第 4 套)
missw96,天蚕变 '96 - 世界小姐篇 (裸体版)(第 1 套)
missw02,天蚕变 2002 - 世界小姐篇
sms_missil3d,"导弹防御 3-D (欧版, 美版, 巴西版)"
m660b,任务 660 (盗版)
m660j,任务 660 (日版)
m660,任务 660 (美版)
nes_missioncobra,眼镜蛇任务 (美版)(未授权)
misncrfta,星际争霸 - 射击版 (版本 2.4)
misncrft,星际争霸 - 射击版 (版本 2.7)
nes_missiimp,碟中谍 (美版)
spec_missionjupiter,木星任务
cmissnx,X 任务 (DECO 磁带版)(美版)
spec_mrkungfu,功夫先生 (自制)
mrviking,失落的维京人 (315-5041)
mrvikingj,"失落的维京人 (315-5041, 日版)"
