file,name
karatourj,空手道锦标赛 (日版)
md_chavez2,职业拳击 II (美版)
nes_cheman,切曼 (自制)
spec_cheman,车夫 (自制)
checkman,检查人
checkmanj,检查人 (日版)
chf_checkers,跳棋
msx_tantan,狸猫音乐乐园 (日版)
cheekyms,打老鼠
md_cheese,飞毛腿冈萨雷斯之奶酪大灾难 (欧版)
gg_cheese,飞毛腿冈萨雷斯之奶酪大灾难 (欧版)
sms_cheese,"飞毛腿冈萨雷斯之奶酪大灾难 (欧版, 巴西版)"
cheesech,干酪追逐
md_chelnov,原子战士卡洛夫 (日版)
chelnovj,卡洛夫 - 原子战士 (日版)
chelnovu,卡洛夫 - 原子战士 (美版)
chelnov,卡洛夫 - 原子战士 (世界版)
chqflag,终点赛车
spec_cheqflag,终点赛车 (48K)
chqflagj,终点赛车 (日版)
nes_cherilpc,谢丽尔的危机 经典版 (自制)
sg1k_cherilp,谢丽尔的危机 经典版 SG-1000 (自制)
nes_mojontwichegod,女神谢丽尔 (自制)
spec_cherilgod,"神女谢丽尔 (自制, 版本 2)"
nes_mojontwichewri,作家谢丽尔 (自制)
msx_chess,国际象棋 (日版)
md_chess,国际象棋 (俄罗斯版)
md_chessa,"国际象棋 (俄罗斯版, 替换版)"
md_chessb,"国际象棋 (俄罗斯版, 版本 1.05)"
md_chester,起司豹 - 快乐欺骗 (美版)
md_chesterws,起司豹 - 寻求野性 (西班牙语翻译)
md_chesterw,起司豹 - 寻求野性 (美版)
nes_chestfie,暗黑神的挑战 (日版)
tg_chewman,太极球
chewing,拉霸
md_chichi,挑战高尔夫 (美版)
7toitsu,七对子 - 一万去还有一万
pce_chibim,樱桃小丸子 - 噼里啪啦问答
md_chibim,樱桃小丸子 - 快乐大购物 (日版)
marukodq,小丸子问答
spec_chicago30,芝加哥 30' (128k)
gg_chicagop24,"芝加哥辛迪加 (工程版, 19950505)"
gg_chicagop23,"芝加哥辛迪加 (工程版, 19950601)"
gg_chicagop22,"芝加哥辛迪加 (工程版, 19950605)"
gg_chicagop21,"芝加哥辛迪加 (工程版, 19950607)"
gg_chicagop20,"芝加哥辛迪加 (工程版, 19950608)"
gg_chicagop19,"芝加哥辛迪加 (工程版, 19950612)"
gg_chicagop18,"芝加哥辛迪加 (工程版, 19950614)"
gg_chicagop17,"芝加哥辛迪加 (工程版, 19950619)"
gg_chicagop16,"芝加哥辛迪加 (工程版, 19950620)"
gg_chicagop15,"芝加哥辛迪加 (工程版, 19950622)"
gg_chicagop14,"芝加哥辛迪加 (工程版, 19950626)"
gg_chicagop13,"芝加哥辛迪加 (工程版, 19950628)"
gg_chicagop11,"芝加哥辛迪加 (工程版, 19950629)"
gg_chicagop12,"芝加哥辛迪加 (工程版, 19950629-B)"
gg_chicagop10,"芝加哥辛迪加 (工程版, 19950630-B)"
gg_chicagop09,"芝加哥辛迪加 (工程版, 19950703)"
gg_chicagop08,"芝加哥辛迪加 (工程版, 19950705)"
gg_chicagop07,"芝加哥辛迪加 (工程版, 19950707)"
gg_chicagop06,"芝加哥辛迪加 (工程版, 19950710)"
gg_chicagop05,"芝加哥辛迪加 (工程版, 19950711)"
gg_chicagop04,"芝加哥辛迪加 (工程版, 19950719)"
gg_chicagop03,"芝加哥辛迪加 (工程版, 19950720)"
gg_chicagop01,"芝加哥辛迪加 (工程版, 19950721)"
gg_chicagop02,"芝加哥辛迪加 (工程版, 19950721-B)"
gg_chicago,"芝加哥辛迪加 (美版, 巴西版)"
msx_chickfighter,鸡仔战士
msx_chicken,小鸡牧场 (欧版)
spec_chickinchase,农场小鸡
chikij,双麒儿 (900619 日版)
md_chiki,"双麟儿 (欧版, 美版)"
md_chikiec,双麟儿 (色彩增强)
md_chikij,"双麟儿 (日版, 韩版)"
nes_chikichimacmoura,顽皮狗
pce_chikuden,逐电屋藤兵卫 - 首斩比馆秘录
pce_chikuden1,逐电屋藤兵卫 - 首斩比馆秘录 (替换版)
cv_cotn,夜之子 (自制)
msx_chiller,恐怖电影 (欧版)
nes_chiller,猎奇 (美版)
chimerab,合成兽 (工程版)
chinagat,中华门 (美版)
nes_chinarabbab,中国兔宝宝 (未授权)
chinatwn,唐人街 (日版)
tg_chinawar,中国勇士
md_chinesec,中国相棋
md_chinf3,吞食天地 III - 三国外传 (中文版)
md_chinf3a,"吞食天地 III - 三国外传 (中文版, 无保护版?)"
nes_chipndalresra,松鼠大作战 (美版)
nes_chipndalresrac,松鼠大作战 (西班牙语翻译)
nes_chipndalresra2,松鼠大作战 2 (美版)
nes_chipndalresra2c,松鼠大作战 2 (西班牙语翻译)
cndi,奇奇和蒂蒂 (片头演示)
spec_chiprescue,芯片救援 (自制)
md_chipsch,"芯片的挑战 (自制, 版本 1.4)"
nes_chitesenvaz,地底大作战 (日版)
fds_chitetaiord,地底大陆 (日版)
nes_chiyonoooi,地底大作战 (日版)
choko,长江 (010820 日版)
chokchok,魔鬼气泡海中对战
choplift,救援直升机 (8751 315-5151)
chopliftbl,救援直升机 (盗版)
sms_choplift,"救援直升机 (欧版, 美版, 巴西版)"
nes_choplifter,直升机大战 (日版)
sg1k_choplift,救援直升机 (日版)
msx_choplift,救援直升机 (日版)
msx_chopliftb,"救援直升机 (日版, 替换版 2)"
msx_choplifta,"救援直升机 (日版, 替换版)"
sms_chopliftj,"救援直升机 (日版, 工程版)"
sg1k_chopliftp,"救援直升机 (日版, 工程版)"
sg1k_chopliftk,救援直升机 (韩版)
sg1k_chopliftt,救援直升机 (台湾版)
chopliftu,救援直升机 (无保护版)
sms_chopliftp,"救援直升机 (美版, 工程版)"
gg_choplft3,救援直升机 III (美版)
cv_choplift,救援直升机
msx_chopper,直升机
spec_chopperdrop,"直升机降落 (自制, 版本 1.1)"
choppera,直升机 I (美版 第 2 套)
chopper,直升机 I (美版 第 1 套)
chopperb,直升机 I (美版 第 3 套)
msx_chopper1,警用直升机 (欧版)
msx_choroq,Q版赛车 (日版)
msx_choroqa,"Q版赛车 (日版, 替换版)"
msx_choroqk,Q版赛车 (韩版)
md_miracle9,超球界 (日版)
msx_zaider,超战士扎德 - 佩格斯战役 (日版)
msx_zaidera,"超战士扎德 - 佩格斯战役 (日版, 替换版)"
md_dinolandj,恐龙弹珠台 (日版)
legionj,超时迷宫军团 (日版 版本 1.05)
legionjb,"超时迷宫军团 (日版 版本 1.05, 盗版)"
nes_choujyou,超时空要塞 (日版)
msx_macross,超时空要塞 Macross (日版)
msx_macrossa,"超时空要塞 Macross (日版, 替换版)"
nes_choujsenjetj,鸟人战队 (日版)
nes_choujsenjet,鸟人战队 (英语翻译)
nes_choujsenwar,超人狼战记 (日版)
sms_borgman,超音战士 (日版)
sms_borgmanp,"超音战士 (日版, 工程版)"
ironclad,超铁战机 (工程版)
ironclado,"超铁战机 (工程版, 较旧版)"
pce_bravoman,超绝伦人 - 比拉伯
spec_clfkfw,蔡李佛拳 (西班牙版)
nes_chknight,时空骑士 (自制)
spec_chronos,时间的织锦 (128K)
nes_chubbycherub,Q 太郎 (美版)
msx_chubbygristle,胖胖的脆骨
cv_chucknor,查克·诺里斯的超级踢
md_chuckrck,呆呆原始人 (欧版)
sms_chuckrck,"呆呆原始人 (欧版, 巴西版)"
md_chuckrcks,呆呆原始人 (西班牙语翻译)
md_chuckrcku,呆呆原始人 (美版)
gg_chuckrck,呆呆原始人 (世界版)
gg_chuckrckp,"呆呆原始人 (World, 工程版)"
md_chukrck2j,呆呆原始人 II (日版)
sms_chukrck2b,呆呆原始人 II - 小查克 (巴西版)
sms_chukrck2,呆呆原始人 II - 小查克 (欧版)
md_chukrck2,呆呆原始人 II - 小查克 (欧版)
gg_chukrck2,呆呆原始人 II - 小查克 (欧版)
md_chukrck2s,呆呆原始人 II - 小查克 (西班牙语翻译)
gg_chukrck2u,呆呆原始人 II - 小查克 (美版)
md_chukrck2u,呆呆原始人 II - 小查克 (美版)
md_chukrck2up,"呆呆原始人 II - 小查克 (美版, 工程版)"
md_excelart,世嘉测试带 (美版)
spec_chuckegg,收鸡蛋 (48K)
msx_chuckie,"收鸡蛋 (欧版, AandF Software)"
spec_chuckeg2,收鸡蛋 2 (48K)
chukataija,中华大仙 (日版)(P0-025-A PCB)
chukataij,中华大仙 (日版)(P0-028-A PCB)
chukataiu,中华大仙 (美版)(P0-028-A PCB)
chukatai,中华大仙 (世界版)(P0-028-A PCB)
ddaydoo,出击行动日 (韩版)
nes_chumleeadv,查姆莱的冒险 (自制)
msx_chuheib1,中学必修英文法 1 (日版)
drgw3100,"中国龙 3 特别版 (版本 100, 日版)"
drgw3103,"中国龙 3 特别版 (版本 103, 日版)"
drgw2100j,"中国龙 II (版本 100, 日版)"
drgw2101j,"中国龙 II (版本 101, 日版)"
nes_chuukataisen,中华大仙 (日版)
spec_circuitry,"电路 (自制, 版本 1.1)"
nes_circuscaper,马戏团大冒险 (美版)
circuscc,马戏团 (Centuri)
circusce,"马戏团 (Centuri, 早期版)"
cv_ccharlie,马戏团 (自制)
nes_circuscharlie,马戏团 (日版)
msx_circusc,马戏团 (日版)
sg1k_circusck,马戏团 (韩版)
circusc,"马戏团 (关卡选择版, 第 1 套)"
circusc2,"马戏团 (关卡选择版, 第 2 套)"
circusc3,"马戏团 (关卡选择版, 第 2 套)"
circusc4,马戏团 (无关卡选择)
sg1k_circusc,马戏团 (台湾版)
pce_circusld,泡泡虫
cischeat,警车热击
citybombj,炸弹赛车 (日版)
citybomb,炸弹赛车 (世界版)
msx_citycon,碰碰车 (日版)
msx_citycona,"碰碰车 (日版, 替换版)"
citycon,碰碰车 (第 1 套)
citycona,碰碰车 (第 2 套)
nes_cityconnection,碰碰车 (美版)
pce_cityhunt,城市猎人
pce_cityhunte,城市猎人 (英语翻译)
nes_citytrouble,城市问题 (自制)
gg_cj,CJ 象大逃亡 (欧版)
spec_cjiiiusa,小象在美国 (128K)
spec_cjseleph128,捣蛋的小象 (128K)
spec_cjseleph,捣蛋的小象 (训练模式)(48K)
nes_clashatdem,电击大作战 (美版)
clshroad,冲撞自行车
clshroadd,冲撞自行车 (Data East 授权)
clshroads,冲撞自行车 (Status 授权)
md_classicc,经典 4 合 1 (欧版)
md_clayfght,粘土战士 (欧版)
md_clayfghtu,粘土战士 (美版)
cleopatr,埃及艳后宝石方块 (版本 2.1J 1996/09/05)
md_cliffh,绝岭雄风 (欧版)
md_cliffhp,绝岭雄风 (工程版)
nes_cliffhanger,绝岭雄风 (美版)
md_cliffhu,绝岭雄风 (美版)
gg_cliffh,绝岭雄风 (美版)
cloakfr,斗篷与匕首 (法国版)
cloakgr,斗篷与匕首 (德国版)
cloak,斗篷与匕首 (修正版 5)
cloaksp,斗篷与匕首 (西班牙版)
cloud9,云彩射击 9 (工程版)
sms_cloudmst,"中华大仙 (欧版, 美版)"
fds_clucluland,克鲁克鲁大地 (日版)
nes_clucluland,CLU CLU 世界 (世界版)
md_clue,私家侦探 (美版)
cgraplop,集群克星 (DECO 磁带版)(美版)
cltchitrjd,"致胜击球手 (第 1 套, 日版, FD1094 317-0175 解密版)"
cltchitrj,"致胜击球手 (第 1 套, 日版, FD1094 317-0175)"
cltchitrd,"致胜击球手 (第 2 套, 美版, FD1094 317-0176 解密版)"
cltchitr,"致胜击球手 (第 2 套, 美版, FD1094 317-0176)"
gg_clutchit,致胜击球手 (美版)
nes_cmc80sdemo,CMC 80 秒演示 (自制)
md_coachk,杜克大学篮球 (美版)
msx_coastrac,环滑赛车 (日版)
msx_coastracb,"环滑赛车 (日版, 替换版 2)"
msx_coastraca,"环滑赛车 (日版, 替换版)"
spec_cobra,眼镜蛇 (48K)
nes_cobracommand,眼镜蛇指挥官 (美版)
nes_cobramission,眼镜蛇任务 (亚洲版)
nes_cobratriangle,三角眼镜蛇 (美版)
cobracomib,眼睛蛇指令 (意大利版 盗版)
cobracomj,眼睛蛇指令 (日版)
cobracomjb,"眼睛蛇指令 (日版, 盗版)"
cobracomja,"眼睛蛇指令 (日版?, 第 2 套)"
cobracoma,眼睛蛇指令 (世界版/美版 修正版 4)
cobracom,眼睛蛇指令 (世界版/美版 修正版 5)
cobracomb,眼睛蛇指令 (意大利盗版)
gg_cocakid,可口可乐小子 (日版)
ladybugb2,"可奇奈儿 (瓢虫小姐的盗版, 第 2 套)"
msx_cocoamsx,可可和时间机器 (自制)
spec_cocoatm,可可和时间机器 (自制)
fds_coconaworld,魔法世界 (日版)
nes_cocoronj,魔法世界 (日版)
nes_cocoron,魔法世界 (英语翻译)
nes_codenam,人间兵器 (美版)
spec_code112,代码 - 112 (自制)
cnbe,空战代号 - 布特恩格 (2006-01-19)
md_coffeecrisis,咖啡危机 (自制)
cv_coldblood,冷血 (自制)
cv_cvjoytest,ColecoVision 游戏杆测试
cv_sgmtest,ColecoVision SuperGame 模块 (SGM) 测试
cv_coleco,ColecoVision 系统 BIOS
spec_coliseum,竞技场 (128k)
md_colleg96,美国大学美式足球 96 (美版)
md_colleg96p,"美国大学美式足球 96 (工程版, 19950621)"
md_colleg97,美国大学美式足球 97 (美版)
md_collncp19,"大学美式足球冠军赛 (工程版, 19940413)"
md_collncp18,"大学美式足球冠军赛 (工程版, 19940418)"
md_collncp17,"大学美式足球冠军赛 (工程版, 19940419)"
md_collncp16,"大学美式足球冠军赛 (工程版, 19940429)"
md_collncp15,"大学美式足球冠军赛 (工程版, 19940503)"
md_collncp14,"大学美式足球冠军赛 (工程版, 19940506)"
md_collncp13,"大学美式足球冠军赛 (工程版, 19940511-A)"
md_collncp12,"大学美式足球冠军赛 (工程版, 19940517-A)"
md_collncp11,"大学美式足球冠军赛 (工程版, 19940520)"
md_collncp10,"大学美式足球冠军赛 (工程版, 19940525)"
md_collncp09,"大学美式足球冠军赛 (工程版, 19940531)"
md_collncp08,"大学美式足球冠军赛 (工程版, 19940601)"
md_collncp07,"大学美式足球冠军赛 (工程版, 19940603)"
md_collncp06,"大学美式足球冠军赛 (工程版, 19940607)"
md_collncp05,"大学美式足球冠军赛 (工程版, 19940608)"
md_collncp04,"大学美式足球冠军赛 (工程版, 19940614)"
md_collncp03,"大学美式足球冠军赛 (工程版, 19940615)"
md_collncp02,"大学美式足球冠军赛 (工程版, 19940618)"
md_collncp01,"大学美式足球冠军赛 (工程版, 19940620)"
md_collnc,大学美式足球冠军赛 (美版)
md_collnc2,大学美式足球冠军赛 II (美版)
md_collslam,大学篮球 (美版)
spec_coloco,我把 (自制)
msx_colony,殖民地 (欧版)
colony7,殖民地 7 - 星球保卫战 (第 1 套)
colony7a,殖民地 7 - 星球保卫战 (第 2 套)
nes_coloradinosaur,恐龙上色 (美版)
sms_colors,颜色和开关测试 (版本 1.3)
msx_colball,彩色球 (日版)
msx_colballb,"彩色球 (日版, 替换版 2)"
msx_colballa,"彩色球 (日版, 替换版)"
chf_clrorgan,色风琴 (工程版)
msx_colt36,柯尔特左轮 36
pce_columns,宝石方块
gg_columns,"宝石方块 (欧版, 美版, 巴西版)"
sms_columns,"宝石方块 (欧版, 美版, 巴西版, 韩版)"
sms_columnsc,宝石方块 (西班牙语翻译)
gg_columnsj,宝石方块 (日版)
gg_columnsj1,"宝石方块 (日版, 较旧版)"
columnsn,宝石方块 (Neo Geo)
sms_columnsp,宝石方块 (工程版)
md_columns1,宝石方块 (世界版)
md_columns,"宝石方块 (世界版, 版本 1.1)"
md_columns3,宝石方块 III - 方块的复仇 (美版)
md_columns3j,"宝石方块 III - 对决! 方块世界 (日版, 韩版)"
spec_comandoquatro,指挥四号
md_combat,皇牌空战 (工程版)
md_combatca,"战斗赛车 (欧版, 美版)"
md_combatcas,战斗赛车 (西班牙语翻译)
combh,战斗神鹰
spec_cschool,战斗学校 (128K)
spec_cschool_48,战斗学校 (48K)
combatsc,战斗学校 (操纵杆)
toto,托托归来
pacmanpe,来来 (Petaco SA 吃豆人的盗版)
msx_picot,皮可特向前冲 (日版)
mspacmanbhe,来吧-科科斯 (吃豆女精灵)('希腊制造' Herle SA 盗版)
mspacmanbcc,来吧-科科斯 (吃豆女精灵)('希腊制造' Tecnausa 盗版)
mspacmanbco,来吧-科科斯 (吃豆女精灵)  (Cocomatic 盗版)
msx_cometail,彗星拖尾 (日版)
msx_comicbak,滑稽面包店 (日版)
msx_comicbakb,"滑稽面包店 (日版, 替换版 2)"
msx_comicbaka,"滑稽面包店 (日版, 替换版)"
sms_comicbak,滑稽面包店 (韩版)
sms_comical,"机枪乔 (日版, MyCard)"
sms_comicalk,机枪乔 (韩版)
sms_comicaltw,机枪乔 (台湾版)
md_comix,漫画地带 (欧版)
md_comixp,"漫画地带 (欧版, 工程版, 19950628)"
md_comixup01,"漫画地带 (欧版, 工程版, 19950712)"
md_comixi,漫画地带 (意大利语翻译)
md_comixj,漫画地带 (日版)
md_comixkp,"漫画地带 (韩版, 工程版, 19950609)"
md_comixs,漫画地带 (西班牙语翻译)
md_comixup10,"漫画地带 (工程版, 19950526)"
md_comixup09,"漫画地带 (工程版, 19950530)"
md_comixsc,"漫画地带 (世嘉频道, 工程版, 19950612)"
md_comixu,漫画地带 (美版)
md_comixup,"漫画地带 (美版, 工程版)"
md_comixup05,"漫画地带 (美版, 工程版, 19950601)"
md_comixup08,"漫画地带 (美版, 工程版, 19950601-B)"
md_comixup07,"漫画地带 (美版, 工程版, 19950601-C)"
md_comixup06,"漫画地带 (美版, 工程版, 19950601-D)"
md_comixup03,"漫画地带 (美版, 工程版, 19950602)"
md_comixup04,"漫画地带 (美版, 工程版, 19950602-B)"
md_comixup02,"漫画地带 (美版, 工程版, 19950603)"
md_commconq,命令与征服 (工程版)
commandw,指令战争 - 超级特别战斗与战争游戏 (版本 0.0J)(工程版)
commandob,突击队 (盗版 第 1 套)
commandob2,突击队 (盗版 第 2 套)
commandob3,突击队 (盗版 第 3 套)
spec_commando,敢死队 (Elite Systems)(48K)
spec_commandof,敢死队 (法文版)(48K)
spec_commandop,敢死队 (Pocket Money Software)(48K)
commsega,敢死队 (Sega)
commandou,"突击队 (美版, 第 1 套)"
commandou2,"突击队 (美版, 第 2 套)"
nes_commando,战场之狼
commando,突击队 (世界版)
md_commands,盟军敢死队 (俄罗斯版)
comotion,贪食蛇 - 喧闹 
complexx,复数射击 X 
spec_complicadx,复杂 DX (自制)
msx_cbilliar,电脑台球 (日版)
msx_cnyumon,电脑入门 (日版)
msx_cpachi,电脑弹珠机 (日版)
msx_condori,秃鹫 (日版)
msx_condorib,"秃鹫 (日版, 替换版 2)"
msx_condoria,"秃鹫 (日版, 替换版)"
nes_conan,王者之剑柯南 (美版)
condorn,秃鹰 (火凤凰 S C Novar 盗版)
condor,秃鹰 (火凤凰 Sidam 盗版)
nes_conflict,三军大作战 (美版)
msx_confused,困惑? (欧版)
md_congo,刚果漂流 (工程版)
msx_congobongo,刚果邦戈
congo,刚果邦戈
cv_congo,刚果邦戈
sg1k_congoa,"刚果邦戈 (欧版, 日版, 版本 1, 替换版)"
sg1k_congo,"刚果邦戈 (欧版, 日版, 版本 1)"
sg1k_congob,"刚果邦戈 (日版, 版本 0)"
congoa,"刚果邦戈 (修正版 C, 三机板堆栈)"
sg1k_congot,刚果邦戈 (台湾版)
conquer,征服
nes_conqucrypal,魔天童子 (美版)
spec_contcirc,方程式赛车巡回赛 (128K)
contcircj,方程式赛车巡回赛 (日版)
contcircu,方程式赛车巡回赛 (美版 第 1 套)
contcircua,方程式赛车巡回赛 (美版 第 2 套)
contcirc,方程式赛车巡回赛 (世界版)
contrab,魂斗罗 (盗版)
contrabj,"魂斗罗 (日版 盗版, 第 1 套)"
contrabj1,"魂斗罗 (日版 盗版, 第 2 套)"
nes_contraj,魂斗罗 (日版)
contraj,"魂斗罗 (日版, 第 1 套)"
contraj1,"魂斗罗 (日版, 第 2 套)"
pce_contranes,魂斗罗 (模组版 3.0)
nes_contrac,魂斗罗 (中文翻译)
nes_contrat,魂斗罗 (英语翻译)
contra,"魂斗罗 (美版 / 亚洲版, 第 1 套)"
contra1,"魂斗罗 (美版 / 亚洲版, 第 2 套)"
contrae,"魂斗罗 (美版 / 亚洲版, 第 3 套)"
nes_contra,魂斗罗 (美版)
nes_contracast,魂斗罗 (西班牙语翻译)
md_contras,魂斗罗 - 铁血兵团 (西班牙语翻译)
md_contra,"魂斗罗 - 铁血兵团 (美版, 韩版)"
nes_contrredfalwar,魂斗罗 - 红隼战争 (美版)
nes_contrrevredfal,魂斗罗 - 红隼的复仇 (美版)
md_contraj,魂斗罗 - 铁血兵团 (日版)
nes_contra168in1,魂斗罗 168 合 1
nes_contraforcec,魂斗罗 - 力量 (中文翻译)
nes_contraforce,魂斗罗 - 力量 (美版)
nes_contraspirits,魂斗罗精神 (未授权)
cookbib,库奇与比比 (第 1 套)
cookbiba,库奇与比比 (第 2 套)
cookbib2,库奇与比比 2 (第 1 套)
cookbib2a,库奇与比比 2 (第 2 套)
cookbib2b,库奇与比比 2 (第 3 套)
cookbib3,库奇与比比 3
spec_cookie,曲奇 (16K)
ngp_coolboar,"口袋酷滑板 (欧版, 日版) "
ngp_coolcool,"酷酷杰姆 (欧版, 美版, 样品版)"
ngp_coolcoolj,酷酷杰姆 (日版)
coolmini,超酷迷你游戏
coolminii,超酷迷你游戏 (意大利版)
sms_coolspot,酷点小子 (欧版)
gg_coolspot,酷点小子 (欧版)
md_coolspot,酷点小子 (欧版)
md_coolspots,酷点小子 (西班牙语翻译)
md_coolspotj,"酷点小子 (日版, 韩版)"
md_coolspotu,酷点小子 (美版)
gg_coolspotu,酷点小子 (美版)
md_coolspotup,"酷点小子 (美版, 工程版)"
nes_coolworld,美女闯通关 (美版)
clbowl,库尔斯轻型保龄球
cop01,一号巡警 (第 1 套)
cop01a,一号巡警 (第 2 套)
copsnrob,官兵捉强盗
spec_coreycb,科里·库尔布鲁 (自制)
md_corporat,毁灭战士 (欧版)
nes_correbenny,科雷本尼 (西班牙版)
spec_corsarios1,海盗船 (第一部分)
spec_corsarios2,海盗船 (第二部分)
msx_corsarios,私掠许可
pce_coryoon,顽皮龙
pce_coryoon1,顽皮龙 (替换版)
msx_cosanost,科萨·诺斯特拉 (西班牙版)
cavenger,宇宙复仇者
cv_cavenger,宇宙复仇者
cv_cavengera,宇宙复仇者 (替换版)
cosmccop,宇宙战警 (世界版)
cv_ccrisis,宇宙危机
nes_cosmicepsilon,宇宙战机 (日版)
spec_cosmicpayback,宇宙回报 (自制)
msx_csheriff,宇宙治安官 (西班牙版)
sms_cosmic,宇宙小子 (欧版)
gg_cosmic,宇宙小子 (欧版)
md_cosmic,"宇宙小子 (欧版, 美版)"
spec_cosmicwartoad,宇宙战蛤
msx_cosmo,科兹摩 (日版)
msx_cosmoa,"科兹摩 (日版, 替换版)"
cgangpzlj,蜜蜂方块 (日版)
cgangpzl,蜜蜂方块 (美版)
cosmogng,外星人趣味射击 (美版)
nes_cosmogenesis,宇宙创世纪 (日版)
galivan3,宇宙刑警加里维 (12/11/1985)
galivan2,宇宙刑警加里维 (12/16/1985)
galivan,宇宙刑警加里维 (12/26/1985)
nes_cosmopolgalj,宇宙刑警 (日版)
nes_cosmopolgal,宇宙刑警 (英语翻译)
msx_cosmoexp,宇宙探险家 (日版)
msx_cosmoexpa,"宇宙探险家 (日版, 替换版)"
cottong,轨道拼图
cottonjad,"棉花小魔女 (第 1 套, 日版, 修正版 A, FD1094 317-0179a 解密版)"
cottonja,"棉花小魔女 (第 1 套, 日版, 修正版 A, FD1094 317-0179a)"
cottonjd,"棉花小魔女 (第 2 套, 日版, 修正版 B, FD1094 317-0179b 解密版)"
cottonj,"棉花小魔女 (第 2 套, 日版, 修正版 B, FD1094 317-0179b)"
cottonud,"棉花小魔女 (第 2 套, 美版, FD1094 317-0180 解密版)"
cottonu,"棉花小魔女 (第 2 套, 美版, FD1094 317-0180)"
cottond,"棉花小魔女 (第 3 套, 世界版, FD1094 317-0181a 解密版)"
cotton,"棉花小魔女 (第 3 套, 世界版, FD1094 317-0181a)"
countrunb,赛车精灵 (盗版 第 1 套)
countrun,赛车精灵 (NS6201-A 1988.3)
md_cstrike,反恐精英 (俄罗斯版)
countryc,乡村俱乐部
msx_cow,偷牛者 (自制)
nes_cowboykid,牛仔小子 (美版)
nes_cowligam2ndadv,考利茨玩家的第二次冒险 (自制)
nes_cowligamadv,考利茨玩家的冒险 (自制)
md_crkdown1,"爆裂激战 (欧版, 日版)"
md_crkdown,"爆裂激战 (欧版, 日版, 修正版 A)"
crkdownj,"爆裂激战 (日版, 磁盘版, FD1094 317-0058-04b 修正版 A)"
crkdownu,"爆裂激战 (美版, 磁盘版, FD1094 317-0058-04d)"
md_crkdownu,爆裂激战 (美版)
crkdown,"爆裂激战 (世界版, 磁盘版, FD1094 317-0058-04c)"
nes_crashnboy,热血新纪录 (美版)
hocrash,撞车 (勇往直前的盗版)
md_crash,古惑狼 (俄罗斯版)
crater,太空救难艇
tg_cratermz,坑道迷宫
spec_cray5,克雷-5 (自制)
md_crayon,蜡笔小新 - 呼风唤雨 (日版)
nes_crayoshicha,蜡笔小新 (日版)
gg_crayon,蜡笔小新 - 对决! 量子恐慌!! (日版)
gg_crayone,蜡笔小新 - 对决! 量子恐慌!! (英语翻译)
qcrayon2,蜡笔小新 (日版)
msx_craze,疯狂飞行器 (日版)
crbaloon,疯狂气球 (第 1 套)
crbaloon2,疯狂气球 (第 2 套)
spec_cblaster,疯狂爆能工 (自制)
crazyblk,疯狂积木
msx_crazy,疯狂越野车 (自制)
msx_crazybul,疯狂坦克 (日版)
msx_crazycar,疯狂赛车 (欧版)
nes_crazyclimber,疯狂爬梯工 (日版)
cclimberj,疯狂攀登者 (日版)
cclimber,疯狂攀登者 (美版 第 1 套)
cclimbera,疯狂攀登者 (美版 第 2 套)
cclimbr2,疯狂攀登者 2 (日版)
cclimbr2a,"疯狂攀登者 2 (日版, 较难)"
crazycop,疯狂警察 (日版)
gg_crazyfac,"疯狂拼图 (欧版, 工程版)"
crazyfgt,狂热快打
ckong,疯狂大金刚
ckongg,疯狂大金刚 (小蜜蜂硬件盗版)
ckongmc,疯狂大金刚 (月球登陆艇硬件盗版)
ckongs,疯狂大金刚 (紧急起飞硬件)
ckongpt2b,疯狂大金刚 II (替换版)
ckongpt2b2,疯狂大金刚 II (盗版)
ckongpt2j,疯狂大金刚 II (日版)
ckongpt2jeu,疯狂大金刚 II (日版 盗版)
ckongpt2,疯狂大金刚 II (第 1 套)
ckongpt2a,疯狂大金刚 II (第 2 套)
crzrallyg,疯狂拉力 (Gecas 授权)
crzrally,疯狂拉力 (第 1 套)
crzrallya,疯狂拉力 (第 2 套)
msx_crazytrn,疯狂列车 (日版)
msx_crazytrna,"疯狂列车 (日版, 替换版)"
crazywar,疯狂战争
nes_creepybrawlers,惊悚拳手 (自制)
mooncrsl,世界之冠 (Laguna S.A. 西班牙月球登陆艇盗版)
spec_crimbo,克里姆博: 格洛普军队的故事 (自制)
nes_crimebusters,灭罪精英 (美版)
crimecj,罪恶都市 (日版)
crimecu,罪恶都市 (美版)
crimec,罪恶都市 (世界版)
crimfghtj,罪恶战士 (日版 2 人版)
crimfghtu,罪恶战士 (美版 4 人版)
crimfght,罪恶战士 (世界版 2 人版)
vendetta2pp,"罪恶战士 2 (日版, 2 人版 版本 P)"
vendettan,"罪恶战士 2 (日版, 4 人版 版本 N)"
nes_crisisforcej,帝国战机 (日版)
nes_crisisforce,帝国战机 (英语翻译)
crockman,"瓦罐人 (盗版, Rene-Pierre)"
crockmnf,废物小精灵 (马蒂科尔斯未授权自雷内皮艾尔废物小精灵)
croquisg,速写 (德国版)
croquis,速写 (韩版)
crossbld,刀锋领主 (日版)
msx_crossblm,横跨布洛伊姆 (日版)
md_xfires,诅咒之火 (西班牙语翻译)
nes_crossfire,穿越火线 (日版)
md_xfire,诅咒之火 (美版)
crospang,表情气泡
pce_xwiber,武装战斗刑事
