darwin,Chinese Name,达尔文战机 4078 (日版)
dassault,Chinese Name,沙漠风暴 (美版)
dassault4,Chinese Name,沙漠风暴 (美版 4 人游戏)
dblaxle,Chinese Name,四驱赛车 (美版, 修正版 1)
dblaxleu,Chinese Name,四驱赛车 (美版)
dblaxleul,Chinese Name,四驱赛车 (美版, 修正版 1, Linkable)
dbldynj,Chinese Name,爆破公爵 (日版, 13NOV89)
dbldynu,Chinese Name,爆破公爵 (美版, 13NOV89)
dblewing,Chinese Name,双翼 (第 1 套)
dblewinga,Chinese Name,双翼 (第 2 套)
dblewingb,Chinese Name,双翼 (亚版)
dblpoint,Chinese Name,夜上海 
dblpointd,Chinese Name,夜上海 (Dong Bang Electron, 盗版?)
dbreed,Chinese Name,龙族少年 (世界版, M81 硬件)
dbreedjm72,Chinese Name,龙族少年 (日版, M72 硬件)
dbreedm72,Chinese Name,龙族少年 (世界版, M72 硬件)
dbz,Chinese Name,龙珠 Z (修正版 B)
dbz2,Chinese Name,龙珠 Z 2 - 超级战斗 
dbza,Chinese Name,龙珠 Z (修正版 A)
dbzvrvs,Chinese Name,龙珠 Z - VRVS (日版, 修正版 A)
dcclub,Chinese Name,乡村高尔夫 (世界版, ROM Based)
dcclubfd,Chinese Name,乡村高尔夫 (美版, 磁盘版, FD1094 317-0058-09d)
dcclubj,Chinese Name,乡村高尔夫 (日版, ROM Based)
dcon,Chinese Name,地球防卫军 
dday,Chinese Name,诺曼第之役 
ddayc,Chinese Name,诺曼第之役 (Centuri)
ddaydoo,Chinese Name,末日危机 (韩版)
ddayjlc,Chinese Name,诺曼第之役 (Jaleco 第 1 套)
ddayjlca,Chinese Name,诺曼第之役 (Jaleco 第 2 套)
ddcrew,Chinese Name,除暴部队 (世界版, 3 人游戏) (FD1094 317-0190)
ddcrew1,Chinese Name,除暴部队 (世界版, 4 人游戏) (FD1094 317-0187)
ddcrew1d,Chinese Name,除暴部队 (世界版, 4 人游戏) (盗版自 FD1094 317-0187 set)
ddcrew2,Chinese Name,除暴部队 (世界版, 2 人游戏) (FD1094 317-0184)
ddcrew2d,Chinese Name,除暴部队 (世界版, 2 人游戏) (盗版自 FD1094 317-0184 set)
ddcrewd,Chinese Name,除暴部队 (世界版, 3 人游戏) (盗版自 FD1094 317-0190 set)
ddcrewj,Chinese Name,除暴部队 (日版, 4 人游戏) (FD1094 317-0185)
ddcrewj2,Chinese Name,除暴部队 (日版, 2 人游戏) (FD1094 317-0182)
ddcrewj2d,Chinese Name,除暴部队 (日版, 2 人游戏) (盗版自 FD1094 317-0182 set)
ddcrewjd,Chinese Name,除暴部队 (日版, 4 人游戏) (盗版自 FD1094 317-0185 set)
ddcrewu,Chinese Name,除暴部队 (美版, 4 人游戏) (FD1094 317-0186)
ddcrewud,Chinese Name,除暴部队 (美版, 4 人游戏) (盗版自 FD1094 317-0186 set)
dderby,Long Name,Death Derby
ddonpach,Chinese Name,怒首领蜂 (世界版, 主版. 97/02/05)
ddonpacha,Chinese Name,怒首领蜂 (2012/02/12 Arrange 版本. 1.1) (修改版)
ddonpachj,Chinese Name,怒首领蜂 (日版, 主版. 97/02/05)
ddp2,Chinese Name,怒首领蜂 II - 蜂暴 (世界版, 版本. 102)
ddp2100,Chinese Name,怒首领蜂 II - 蜂暴 (世界版, 版本. 100)
ddp2100c,Chinese Name,怒首领蜂 - 风暴 (中国版, 版本. 100)
ddp2100hk,Chinese Name,怒首领蜂 II - 风暴 (港版, 版本. 100)
ddp2100j,Chinese Name,怒首领蜂 II (日版, 版本. 100)
ddp2100k,Chinese Name,怒首领蜂 II - 蜂暴 (韩版, 版本. 100)
ddp2100t,Chinese Name,怒首领蜂 - 风暴 (台版, 版本. 100)
ddp2101,Chinese Name,怒首领蜂 II - 蜂暴 (世界版, 版本. 101)
ddp2101c,Chinese Name,怒首领蜂 - 风暴 (中国版, 版本. 101)
ddp2101hk,Chinese Name,怒首领蜂 II - 风暴 (港版, 版本. 101)
ddp2101j,Chinese Name,怒首领蜂 II (日版, 版本. 101)
ddp2101k,Chinese Name,怒首领蜂 II - 蜂暴 (韩版, 版本. 101)
ddp2101t,Chinese Name,怒首领蜂 - 风暴 (台版, 版本. 101)
ddp2c,Chinese Name,怒首领蜂 - 风暴 (中国版, 版本. 102)
ddp2hk,Chinese Name,怒首领蜂 II - 风暴 (港版, 版本. 102)
ddp2j,Chinese Name,怒首领蜂 II (日版, 版本. 102)
ddp2k,Chinese Name,怒首领蜂 II - 蜂暴 (韩版, 版本. 102)
ddp2t,Chinese Name,怒首领蜂 - 风暴 (台版, 版本. 102)
ddp3,Chinese Name,怒首领蜂 III - 大往生 (世界版, 2002.05.15 主版)
ddpdfk,Chinese Name,怒首领蜂 - 大复活 1.5 版 (2008/06/23 主版 1.5)
ddpdfk10,Chinese Name,怒首领蜂 - 大复活 1.0 版 (2008/05/16 主版)
ddpdoj,Chinese Name,怒首领蜂 - 大往生 (日版, 2002.04.05.主版, 68k 标签 V101)
ddpdoja,Chinese Name,怒首领蜂 - 大往生 (日版, 2002.04.05.主版, 68k 标签 V100)
ddpdojb,Chinese Name,怒首领蜂 - 大往生 (日版, 2002.04.05 主版)
ddpdojblk,Chinese Name,怒首领蜂 - 大往生 黑标 (日版, 2002.10.07.黑版)
ddpdojblka,Chinese Name,怒首领蜂 - 大往生 黑标 (日版, 2002.10.07 黑版)
ddpdojblkb,Long Name,DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver)
ddpdojblkbl,Chinese Name,怒首领蜂 - 大往生 黑标 (日版, 2002.10.07 黑版., 盗版 三国战纪 - 风云再起  转换板)
ddpdojp,Chinese Name,怒首领蜂 - 大往生 (日版, 2002.04.05 主版, location test)
ddpsdoj,Long Name,DoDonPachi SaiDaiOuJou (2012/ 4/20)
ddragon,Chinese Name,双截龙 (日版)
ddragon2,Chinese Name,双截龙 II - 复仇 (世界版)
ddragon2b,Chinese Name,双截龙 II - 复仇 (美版, 盗版)
ddragon2b2,Long Name,Double Dragon II - The Revenge (US bootleg, set 2)
ddragon2j,Chinese Name,双截龙 II - 复仇 (日版)
ddragon2u,Chinese Name,双截龙 II - 复仇 (美版)
ddragon3,Chinese Name,双截龙 3 - 罗塞塔之石 (美版)
ddragon3b,Chinese Name,双截龙 3 - 罗塞塔之石 (盗版)
ddragon3j,Chinese Name,双截龙 3 - 罗塞塔之石 (日版)
ddragon3p,Chinese Name,双截龙 3 - 罗塞塔之石 (原型版)
ddragonb,Chinese Name,双截龙 (盗版替换 HD6309)
ddragonb2,Chinese Name,双截龙 (盗版)
ddragonba,Chinese Name,双截龙 (盗版替换 MC6803)
ddragonu,Chinese Name,双截龙 (美版 第 1 套)
ddragonua,Chinese Name,双截龙 (美版 第 2 套)
ddragonub,Chinese Name,双截龙 (美版 第 3 套)
ddragonw,Chinese Name,双截龙 (世界版 第 1 套)
ddragonw1,Chinese Name,双截龙 (世界版 第 2 套)
ddream95,Chinese Name,梦幻蓝球 '95 (日版 1.4, EAM)
ddribble,Chinese Name,两次运球 
ddribblep,Chinese Name,两次运球 (原型版?)
ddsom,Chinese Name,龙与地下城 2 - 暗黑秘影 (欧版 960619)
ddsoma,Chinese Name,龙与地下城 2 - 暗黑秘影 (亚版 960619)
ddsomar1,Chinese Name,龙与地下城 2 - 暗黑秘影 (亚版 960208)
ddsomb,Chinese Name,龙与地下城 2 - 暗黑秘影 (巴西版 960223)
ddsomh,Chinese Name,龙与地下城 2 - 暗黑秘影 (西班牙版 960223)
ddsomj,Chinese Name,龙与地下城 2 - 暗黑秘影 (日版 960619)
ddsomjr1,Chinese Name,龙与地下城 2 - 暗黑秘影 (日版 960206)
ddsomjr2,Chinese Name,龙与地下城 2 - 暗黑秘影 (日版 960223)
ddsomr1,Chinese Name,龙与地下城 2 - 暗黑秘影 (欧版 960223)
ddsomr2,Chinese Name,龙与地下城 2 - 暗黑秘影 (欧版 960209)
ddsomr3,Chinese Name,龙与地下城 2 - 暗黑秘影 (欧版 960208)
ddsomu,Chinese Name,龙与地下城 2 - 暗黑秘影 (美版 960619)
ddsomud,Chinese Name,龙与地下城 2 - 暗黑秘影 (美版 960619 凤凰版) (盗版)
ddsomur1,Chinese Name,龙与地下城 2 - 暗黑秘影 (美版 960209)
ddtod,Chinese Name,龙与地下城 - 毁灭之塔 (欧版 940412)
ddtoda,Chinese Name,龙与地下城 - 毁灭之塔 (亚版 940412)
ddtodar1,Chinese Name,龙与地下城 - 毁灭之塔 (亚版 940113)
ddtodd,Chinese Name,龙与地下城 - 毁灭之塔 (欧版 940412 凤凰版) (盗版)
ddtodh,Chinese Name,龙与地下城 - 毁灭之塔 (西班牙版 940412)
ddtodhr1,Chinese Name,龙与地下城 - 毁灭之塔 (西班牙版 940125)
ddtodhr2,Chinese Name,龙与地下城 - 毁灭之塔 (西班牙版 940113)
ddtodj,Chinese Name,龙与地下城 - 毁灭之塔 (日版 940412)
ddtodjr1,Chinese Name,龙与地下城 - 毁灭之塔 (日版 940125)
ddtodjr2,Chinese Name,龙与地下城 - 毁灭之塔 (日版 940113)
ddtodr1,Chinese Name,龙与地下城 - 毁灭之塔 (欧版 940113)
ddtodu,Chinese Name,龙与地下城 - 毁灭之塔 (美版 940125)
ddtodur1,Chinese Name,龙与地下城 - 毁灭之塔 (美版 940113)
ddux,Chinese Name,怪鸭冒险记 (第 3 套, 世界版) (FD1094 317-0096)
ddux1,Chinese Name,怪鸭冒险记 (第 1 套, 世界版) (8751 317-0095)
dduxbl,Chinese Name,怪鸭冒险记 (Datsu 盗版)
dduxd,Chinese Name,怪鸭冒险记 (第 3 套, 世界版) (盗版自 FD1094 317-0096 set)
dduxj,Chinese Name,怪鸭冒险记 (第 2 套, 日版) (FD1094 317-0094)
dduxjd,Chinese Name,怪鸭冒险记 (第 2 套, 日版) (盗版自 FD1094 317-0094 set)
deadang,Chinese Name,死亡天使 
deadconx,Chinese Name,死亡边缘 (世界版)
deadconxj,Chinese Name,死亡边缘 (日版)
dealer,Chinese Name,商品买卖 
deathbrd,Chinese Name,异种角斗士 (日版 版本 JM-3)
deathsml,Chinese Name,死亡微笑 (2007/10/09 主版)
decocass,Long Name,DECO Cassette System Bios
decomult,Chinese Name,DECO卡带系统多合一游戏 (ROM based)
deerhunt,Chinese Name,猎鹿 USA V4.3 
deerhunta,Chinese Name,猎鹿 USA V4.2 
deerhuntb,Chinese Name,猎鹿 USA V4.0 
deerhuntc,Chinese Name,猎鹿 USA V3 
deerhuntd,Chinese Name,猎鹿 USA v2 
deerhunte,Chinese Name,猎鹿 USA v1 
deerhuntj,Chinese Name,猎鹿USA V4.4.1 (日版)
defcmnd,Chinese Name,防卫者争战 (Defender 盗版)
defence,Chinese Name,防卫者争战 (Defender 盗版)
defender,Chinese Name,防卫者 (Red 标签)
defenderb,Chinese Name,防卫者 (Blue 标签)
defenderg,Chinese Name,防卫者 (Green 标签)
defenderj,Chinese Name,T.T 防卫者 
defenderw,Chinese Name,防卫者 (White 标签)
defense,Chinese Name,SDI - 守护者 (System 16B, FD1089A 317-0028)
deltrace,Chinese Name,欧米加射击 Delta Race 
deluxe4u,Chinese Name,精装4U (版本. 0107, 07/01/2000)
deluxe5,Chinese Name,精装5 (版本. 0107, 07/01/2000, 第 1 套)
deluxe5a,Chinese Name,精装5 (版本. 0107, 07/01/2000, 第 2 套)
deluxe5b,Chinese Name,精装5 (版本. 0107, 07/01/2000, 第 3 套)
demoderb,Chinese Name,德贝冲撞赛车 
demoderbc,Chinese Name,德贝冲撞赛车 (平躺机台)
demoderm,Chinese Name,德贝冲撞赛车 (MCR-3 Mono Board 版本)
demonwld,Chinese Name,步步惊魂 (第 1 套)
demonwld1,Chinese Name,步步惊魂 (第 2 套)
demonwld2,Chinese Name,步步惊魂 (第 3 套)
demonwld3,Chinese Name,步步惊魂 (第 4 套)
demonwld4,Chinese Name,步步惊魂 (第 5 套)
denjinmk,Chinese Name,电神魔傀 (第 1 套)
denjinmka,Chinese Name,电神魔傀 (第 2 套)
deroon,Chinese Name,益智迪诺 (最初版)
deroon2,Chinese Name,古怪蛋方块 
deroona,Long Name,Deroon DeroDero (alt set)
desertbr,Chinese Name,沙漠王 (世界版) (FD1094 317-0196)
desertbrd,Chinese Name,沙漠王 (世界版) (盗版自 FD1094 317-0196 set)
desertbrj,Chinese Name,沙漠王 (日版) (FD1094 317-0194)
desertbrjd,Chinese Name,沙漠王 (日版) (盗版自 FD1094 317-0194 set)
desertdn,Chinese Name,沙漠勇士 
desertwr,Chinese Name,湾岸战争 (版本 1.0)
detatwin,Chinese Name,出击兵蜂 (日版, 版本 J)
devilfsh,Chinese Name,魔神鱼类 
devilfshg,Short Name,devilfshg
devilfshgb,Long Name,Devil Fish (Galaxian hardware, bootleg)
devilw,Chinese Name,魔兽王国 Devil 世界版 
devstors,Chinese Name,饿流祸 (版本. Z)
devstors2,Chinese Name,饿流祸 (版本. 2)
devstorsv,Chinese Name,饿流祸 (版本. V)
devstorsx,Chinese Name,饿流祸 (版本. X)
dfeveron,Chinese Name,弹铳 (日版, 版本. 98/09/17)
dfkbl,Chinese Name,怒首领蜂 - 大复活 黑标 (2010/1/18 BLACK 标签)
dharma,Chinese Name,达摩道场 
dharmag,Chinese Name,达摩道场 (德版)
dharmaj,Chinese Name,达摩道场 (日版)
dharmak,Chinese Name,达摩道场 (韩版)
diamond,Chinese Name,挖钻石 
dicegame,Long Name,Dice - The Dice Game!
dietgo,Chinese Name,乐乐小子 (欧版 v1.1 1992.09.26)
dietgoe,Chinese Name,乐乐小子 (欧版 v1.1 1992.08.04)
dietgoea,Long Name,Diet Go Go (Euro v1.1 1992.08.04)
dietgoj,Chinese Name,乐乐小子 (日版 v1.1 1992.09.26)
dietgou,Chinese Name,乐乐小子 (美版 v1.1 1992.09.26)
digdug,Chinese Name,挖金子 (修正版 2)
digdug2,Chinese Name,挖金子 II (新版.)
digdug2o,Chinese Name,挖金子 II (旧版.)
digdugat,Chinese Name,挖金子 (Atari, 修正版 2)
diggerma,Chinese Name,钻地先生 (原型版)
dimahoo,Chinese Name,超级魔法大作战 (欧版 000121)
dimahoou,Chinese Name,超级魔法大作战 (美版 000121)
dimahoud,Chinese Name,超级魔法大作战 (美版 000121 凤凰版) (盗版)
dingo,Chinese Name,小熊流浪记 
dino,Chinese Name,恐龙新世纪 (世界版 930201)
dinoa,Chinese Name,恐龙新世纪 (亚版 TW 930223)
dinods,Long Name,Cadillacs and Dinosaurs (God of War Edition, Hack)
dinoeh,Long Name,Cadillacs and Dinosaurs (hack, 930201 etc)
dinogae,Long Name,Cadillacs and Dinosaurs (GOTVG 10th Anniversary Edition, Hack)
dinoh,Long Name,Cadillacs and Dinosaurs (bootleg set 3, 930223 Asia TW)
dinohc,Long Name,Cadillacs and Dinosaurs (Chinese bootleg, 930223 Asia TW)
dinohunt,Chinese Name,恐龙猎人 (中文盗版自 恐龙新世纪)
dinoj,Chinese Name,恐龙新世纪 (日版 930201)
dinopic,Chinese Name,恐龙新世纪 (盗版替换 PIC16C57, 第 1 套)
dinopic2,Chinese Name,恐龙新世纪 (盗版替换 PIC16C57, 第 2 套)
dinopic3,Chinese Name,恐龙新世纪 (盗版替换 PIC16C57, 第 3 套)
dinopic4,Long Name,Cadillacs and Dinosaurs (bootleg set 4 (with PIC16c57), 930201 etc)
dinopic5,Long Name,Cadillacs and Dinosaurs (bootleg set 5 (with PIC16c57), 930223 Asia TW)
dinore,Long Name,Cadillacs & Dinosaurs Readjusted (Hack, v1.0)
dinorex,Chinese Name,恐龙传说 (世界版)
dinorexj,Chinese Name,恐龙传说 (日版)
dinorexu,Chinese Name,恐龙传说 (美版)
dinosyn,Long Name,Cadillacs and Dinosaurs (30th-Anniversary, Hack)
dinot,Long Name,Cadillacs and Dinosaurs Turbo (bootleg set 1, 930223 Asia TW)
dinotpic,Long Name,Cadillacs and Dinosaurs Turbo (bootleg set 2 (with PIC16c57), 930201 etc)
dinou,Chinese Name,恐龙新世纪 (美版 930201)
dirtfoxj,Chinese Name,银狐 - 方程式赛车 (日版)
disco,Chinese Name,迪斯可 No.1 
discoboy,Chinese Name,迪斯可男孩 
discoboyp,Chinese Name,迪斯可男孩 (Promat 授权?)
discof,Chinese Name,迪斯可 No.1 (修正版.F)
divebomb,Chinese Name,轰炸俯冲队 (日版, 原型版)
diverboy,Chinese Name,潜水宝宝 
djboy,Chinese Name,DJ 男孩 (世界版)
djboyj,Chinese Name,DJ 男孩 (日版, 第 1 套)
djboyja,Chinese Name,DJ 男孩 (日版, 第 2 套)
djboyu,Chinese Name,DJ 男孩 (美版, 第 1 套)
djboyua,Chinese Name,DJ 男孩 (美版, 第 2 套)
dkcbarrel,Long Name,Donkey Kong Crazy Barrels Edition
dkchrmx,Long Name,Donkey Kong Christmas Remix (Hack)
dkfreerun,Long Name,Donkey Kong Freerun Edition
dkgensan,Chinese Name,大工之源先生 - 部乱目町骚动记 (日版, M84 硬件)
dkgensanm72,Chinese Name,大工之源先生 - 部乱目町骚动记 (日版, M72 硬件)
dkingjr,Chinese Name,大金刚小子 (盗版自 大金刚小子)
dkong,Chinese Name,大金刚 (美版 第 1 套)
dkong3,Chinese Name,大金刚 3 (美版)
dkong3b,Chinese Name,大金刚 3 (盗版 大金刚小子 硬件)
dkong3j,Chinese Name,大金刚 3 (日版)
dkongbp,Long Name,Donkey Kong Barrelpalooza v1.06
dkongbp1,Long Name,Donkey Kong Barrelpalooza v1.07
dkongchm,Long Name,Donkey Kong League Championship v1.00
dkongchm1,Long Name,Donkey Kong Championship Edition v1.01
dkongf,Chinese Name,大金刚 (修改版)
dkonghrd,Chinese Name,大金刚 (hard kit)
dkongitd,Long Name,Donkey Kong In the Dark v1.02
dkongj,Chinese Name,大金刚 (日版 第 1 套)
dkongjnrj,Chinese Name,大金刚小子 (日版 F-1)
dkongjo,Chinese Name,大金刚 (日版 第 2 套)
dkongjo1,Chinese Name,大金刚 (日版 第 3 套)
dkongjr,Chinese Name,大金刚小子 (美版 F-2)
dkongjr2,Chinese Name,大金刚小子 (美版, 盗版?)
dkongjrb,Chinese Name,大金刚小子 (盗版)
dkongjrj,Chinese Name,大金刚小子 (日版)
dkongjrm,Chinese Name,大金刚小子 (盗版 Moon Cresta 硬件, 第 1 套)
dkongo,Chinese Name,大金刚 (美版 第 2 套)
dkongotr,Long Name,Donkey Kong On the Run v1.02
dkongp,Long Name,Donkey Kong (Patched)
dkongpac,Long Name,Donkey Kong (Pacman Graphics)
dkongpe,Chinese Name,大金刚 - 波林第 5 版 (2013-04-22)
dkongran1,Long Name,Donkey Kong Randomized Edition v1.01
dkongrev,Long Name,Donkey Kong Reverse (Hack)
dkongss,Long Name,Donkey Kong Skip Start v1.00
dkongst,Long Name,Donkey Kong Springs Trainer
dkongst2,Long Name,Donkey Kong Springs Trainer 2
dkongtj,Long Name,Donkey Kong Twisted Jungle v1.05
dkongx,Chinese Name,大金刚II - 玛利回归 (修改版, V1.2)
dkongx11,Chinese Name,大金刚II - 玛利回归 (修改版, V1.1)
dkpace,Long Name,Donkey Kong Pace
dkrainbow,Long Name,Donkey Kong - Arcade Rainbow (hack)
dkrdemo,Long Name,Donkey Kong Remix (Demo)
dkspkyrmx,Long Name,Donkey Kong Spooky Remix (Hack)
dktrainer,Long Name,Donkey Kong Trainer 1.01
dland,Chinese Name,梦想大陆 / 超级梦想大陆 (盗版自 Bubble Bobble)
dleague,Chinese Name,震撼联盟 (美版)
dleaguej,Chinese Name,震撼联盟 (日版)
dmnfrnt,Chinese Name,魔域战线 (68k 标签 V105, ROM M105XX 08/05/02) (ARM 标签 V105, ROM 08/05/02 S105XX)
dmnfrnt102,Chinese Name,魔域战线 (68k 标签 V102, ROM M102XX 06/19/02) (ARM 标签 V102, ROM 05/24/02 S101XX)
dmnfrnt103,Chinese Name,魔域战线 (68k 标签 V103, ROM M103XX 07/05/02) (ARM 标签 V103, ROM 07/05/02 S103XX)
dmnfrntpcb,Chinese Name,魔域战线 v1.1 (68k 标签 V107KR, ROM M107KR 11/03/03) (ARM 标签 V106KR, ROM 10/16/03 S106KR) (JAMMA PCB)
dmnfrntpcba,Long Name,Demon Front (VM105XX, S105XX, China, Single PCB Version)
dngrtrck,Chinese Name,危险轨道 (Rally X 盗版)
docastle,Chinese Name,嘟先生的城堡 (第 1 套)
docastle2,Chinese Name,嘟先生的城堡 (第 2 套)
docastleo,Chinese Name,嘟先生的城堡 (旧版)
dockman,Chinese Name,码头工人 (第 1 套)
dodgeman,Chinese Name,道奇人 
dogfgt,Chinese Name,空中特技大混战 
dogfgtj,Chinese Name,空中特技大混战 (日版)
dogfgtu,Chinese Name,空中特技大混战 (美版)
dogfight,Chinese Name,空中缠斗 (Thunderbolt)
dogosokb,Chinese Name,怒号层圈 (摇杆版 修改版 盗版)
dogosoke,Chinese Name,怒号层圈 
dogyuun,Chinese Name,雷射战机 
dogyuuna,Chinese Name,雷射战机 (较旧版)
dogyuunb,Long Name,Dogyuun (oldest set)
dogyuunt,Chinese Name,雷射战机 (location test)
dokaben,Chinese Name,棒球大饭桶 (日版)
dokaben2,Long Name,Dokaben 2 (Japan)
dolmen,Chinese Name,石棚打泡泡 
domino,Chinese Name,骨牌人 
dommy,Chinese Name,骰子工厂 
dondokod,Chinese Name,木匠兄弟 (世界版)
dondokodj,Chinese Name,木匠兄弟 (日版)
dondokodu,Chinese Name,木匠兄弟 (美版)
donight,Long Name,Mr.Do's Nightmare (hack by Krazy Ivan)
donpachi,Chinese Name,首领蜂 (美版)
donpachihk,Chinese Name,首领蜂 (港版)
donpachij,Chinese Name,首领蜂 (日版)
donpachijs,Chinese Name,首领蜂 (日版, Satsuei 版本)
donpachikr,Chinese Name,首领蜂 (韩版)
dorachan,Chinese Name,小叮当冒险 (日版)
dorodon,Chinese Name,迷宫精灵 (第 1 套)
dorodon2,Chinese Name,迷宫精灵 (第 2 套)
dorunrun,Chinese Name,小丑贝洛 (第 1 套)
dorunrun2,Chinese Name,小丑贝洛 (第 2 套)
dorunrunc,Chinese Name,小丑贝洛 (Do's Castle 硬件, 第 1 套)
dorunrunca,Chinese Name,小丑贝洛 (Do's Castle 硬件, 第 2 套)
dotrikun,Chinese Name,多托君 (新版)
dotrikun2,Chinese Name,多托君 (旧版)
dotriman,Chinese Name,多托君-小男人 
dotron,Chinese Name,立体飞盘 (竖立机台)
dotrona,Chinese Name,立体飞盘 (竖立机台 替换版)
dotrone,Chinese Name,立体飞盘 (Environmental)
doubledr,Chinese Name,双截龙 (NG 机皇版)
doubledrbh,Long Name,Double Dragon (Boss hack)
doubledrsp,Long Name,Double Dragon (Special 2017, hack)
douni,Chinese Name,嘟先生对独角兽 
dowild,Chinese Name,嘟先生的暴走 
downtown,Chinese Name,城市快打 - 目击 (第 1 套)
downtown2,Chinese Name,城市快打 - 目击 (第 2 套)
downtownj,Chinese Name,城市快打 - 目击 (摇杆版 修改版)
downtownp,Chinese Name,城市快打 - 目击 (原型版)
dquizgo,Chinese Name,约会问答大作战 (韩版)
dquizgo2,Chinese Name,约会问答大作战 2 
dragnblz,Chinese Name,飞龙骑士 
dragngun,Chinese Name,魔龙 (美版)
dragngunj,Chinese Name,魔龙 (日版)
dragonsh,Chinese Name,龙之天堂 (开发版)
drakton,Chinese Name,迷宫飞机 (DK 转换板)
dreambal,Chinese Name,梦球扑克 (日版 V2.4)
dreamwld,Chinese Name,梦想世界 
dremshpr,Chinese Name,购物梦语 
drgnbowl,Chinese Name,龙珠 (第 1 套, 加密板 program)
drgnbowla,Chinese Name,龙珠 (第 2 套, 未加密版 program)
drgnbstr,Chinese Name,屠龙记 
drgninja,Chinese Name,龙行忍者 (日版 修正版 1)
drgninjab,Chinese Name,龙行忍者 (盗版)
drgninjab2,Chinese Name,龙行忍者 (盗版替换 68705)
drgnmst,Chinese Name,龙圣 (第 1 套)
drgnmst2,Chinese Name,龙圣 (第 2 套)
drgnunit,Chinese Name,魔城龙魂 
drgw2,Chinese Name,中国龙 II (版本. 110X, 海外版)
drgw2100c,Chinese Name,中国龙 II (版本. 100C, 中国版)
drgw2100hk,Chinese Name,东方之珠 II (版本. 100H, 港版)
drgw2100j,Chinese Name,中国龙 II (版本. 100J, 日版)
drgw2100x,Chinese Name,中国龙 II (版本. 100X, 海外版)
drgw2101c,Chinese Name,中国龙 II (版本. 101C, 中国版)
drgw2101j,Long Name,Chuugokuryuu II (V101, Japan)
drgw3,Chinese Name,中国龙 3 / 东方之珠 3 / 中国龙 3 特别版 (版本. 106)
drgw3100,Chinese Name,中国龙 3 特别版 (日版, 版本. 100)
drgw3103,Chinese Name,中国龙 3 特别版 (日版, 版本. 103)
drgw3105,Chinese Name,中国龙 3 / 东方之珠 3 / 中国龙 3 特别版 (版本. 105)
dribling,Chinese Name,绿茵足球 (第 1 套)
driblingbr,Chinese Name,绿茵足球 (盗版, 巴西版)
driblingo,Chinese Name,绿茵足球 (Olympia)
drifto94,Chinese Name,越野赛车 '94 (日版)
driftout,Chinese Name,越野赛车 (欧版)
driftoutj,Chinese Name,越野赛车 (日版)
driveout,Chinese Name,越野赛车 (盗版)
drivfrcb,Chinese Name,方程式赛车 Force (小蜜蜂 转换板 盗版)
drivfrcg,Chinese Name,方程式赛车 Force (小蜜蜂 转换板)
drivfrcp,Chinese Name,方程式赛车 Force (吃豆人 转换板)
drivfrct,Chinese Name,顶尖赛手 (盗版自 Driving Force)
drktnjr,Chinese Name,迷宫飞机 (DKJr 转换板)
drmicro,Chinese Name,米克罗博士 
drtomy,Chinese Name,汤米医生 
drtoppel,Chinese Name,托比博士探险队 (世界版)
drtoppela,Long Name,Dr. Toppel's Adventure (World, alt?)
drtoppelj,Chinese Name,托比博士探险队 (日版)
drtoppelu,Chinese Name,托比博士探险队 (美版)
dsaber,Chinese Name,龙魂 2 (世界版, DO2)
dsabera,Chinese Name,龙魂 2 (世界版, 旧版?)
dsaberj,Chinese Name,龙魂 2 (日版, 修正版 B)
dsmbl,Chinese Name,死亡微笑 - 极黑标 (2008/10/06 极黑标版)
dsoccr94,Chinese Name,梦幻足球 '94 (世界版, M107 硬件)
dsoccr94j,Chinese Name,梦幻足球 '94 (日版, M92 硬件)
dsoccr94k,Chinese Name,梦幻足球 '94 (韩版, M107 硬件)
dspirit,Chinese Name,龙魂 (新版 (DS3))
dspirit1,Chinese Name,龙魂 (旧版 (DS1))
dspirit2,Chinese Name,龙魂 (DS2)
dstlk,Chinese Name,恶魔战士 - 午夜斗士 (欧版 940705)
dstlka,Chinese Name,恶魔战士 - 午夜斗士 (亚版 940705)
dstlkh,Chinese Name,恶魔战士 - 午夜斗士 (西班牙版 940818)
dstlku,Chinese Name,恶魔战士 - 午夜斗士 (美版 940818)
dstlku1d,Chinese Name,恶魔战士 - 午夜斗士 (美版 940705 凤凰版) (盗版)
dstlkur1,Chinese Name,恶魔战士 - 午夜斗士 (美版 940705)
dtfamily,Chinese Name,家庭饮食 
dualaslt,Chinese Name,双重火力 Dual Assault 
ducki,Long Name,Duck Tales (FMV Demo)
dumpmtmt,Chinese Name,女子摔角 (日版, 8751 317-0011a)
dungeonm,Chinese Name,光明使者 (版本 2.1O 1994/02/18)
dungeonmu,Chinese Name,光明使者 (版本 2.1A 1994/02/18)
dunkshot,Chinese Name,大扣篮 (修正版 C, FD1089A 317-0022)
dunkshota,Chinese Name,大扣篮 (修正版 A, FD1089A 317-0022)
dunkshoto,Chinese Name,大扣篮 (FD1089A 317-0022)
dw2001,Chinese Name,中国龙 2001 [飞龙世界 2001] (V100 02/21/01 16:05:16, 日版)
dwex,Chinese Name,中国龙 3 EX / 东方之珠 3 EX (版本. 100)
dwex101cn,Chinese Name,中国龙 3 EX / 东方之珠 3 EX (版本. 101中国版)
