file,name
bowlroad14,保龄球道 (版本 1.4)
bowlroad14n,"保龄球道 (版本 1.4, ND2001 硬件)"
bowltry,保龄球试试 
boxer,拳击 (原型版)
boxingb,打臭虫 
boxingm,小拳王 : 明日之丈 (版本 JAA)
boxyboy,"仓库番 豪华版 (世界版, SB2)"
boxyboya,仓库番 豪华版 (SB?)
bparty,"女子单身派对连连乐 (BHG1248, 美版)"
bpartya,"女子单身派对连连乐 (BHG1579, 美版)"
bpengo,企鹅推冰 (Bandai)
bpoker,视频扑克 (v1403)
br_l1,黑玫瑰 (L-1)
br_l3,黑玫瑰 (L-3)
br_l4,黑玫瑰 (L-4)
br_p17,黑玫瑰 (SP-1)
bradley,布兰得利飞行模拟 
brain,太空登陆战 
brapboys,嘻哈男孩 (世界版)
brapboysp,嘻哈男孩 特别版 (世界版)
brapboyspj,嘻哈男孩 特别版 (日版)
brapboyspu,嘻哈男孩 特别版 (美版)
brasil,巴西 (版本 3)
brasil86,巴西 86 
brasil87,巴西 87 
brasil89,巴西 89 (第 1 套)
brasil89a,巴西 89 (第 2 套)
brasil93,巴西93 
braveff,消防士 救火群英 
brazil,"巴西 (20180311, NSW/ACT)"
brdrlinb,前线吉普 (Karateco 盗版)
brdrline,前线吉普 
brdrlinet,前线吉普 (Tranquillizer Gun 转换板)
brdrlins,前线吉普 (Sidam 盗版)
break86,舞动86 
breakers,爆裂人 
breakout,打砖王 [TTL] 
breakrev,爆烈人 复仇 
breywood,链狱谜城 (日版 修正版 2)
brickppl,积木人 (版本 1.002)
brickyrd,贪食蛇 - 砖块 
brickzn,"打砖块区域战 (v6.0, 摇杆版)"
brickzn11,"打砖块区域战 (v1.1, Spinner)"
brickznv4,"打砖块区域战 (v4.0, Spinner)"
brickznv5,"打砖块区域战 (v5.0, 摇杆版)"
brival,热血对决 (世界版)
brivalj,热血对决 (日版)
brix,甜心救援 
brixian,解谜方块 
brkblast,爆砖 (盗版自 Wall Crash)
brkthru,强行突破 (美版)
brkthruj,强行突破 (日版)
brkthrut,强行突破 (Tecfri 授权)
brod,弹簧密探 (Arcade 盗版自 ZX Spectrum 'Inspector Gadget and the 马戏团 of Fear')
bronx,摩扥射击 Bronx 
brooklyn,布鲁克林 (第 1 套) (Bingo)
brooklyna,布鲁克林 (第 2 套) (Bingo)
brooks,布鲁克斯与唐 (修正版.T1)
brubber,金龟车 
brutforc,极之暴力 
brvblade,勇气之刃 (世界版)
brvbladea,勇气之刃 (亚版)
brvbladej,勇气之刃 (日版)
brvbladeu,勇气之刃 (美版)
bs94,幸运奖分 '94 
bsb105,开球 (测试版)
bshark,猎鲨行动 (世界版)
bsharkj,猎鲨行动 (日版)
bsharkjjs,"猎鲨行动 (日版, 摇杆版)"
bsharku,猎鲨行动 (美版)
bsktbllp,篮球 
bsplash,香蕉飞溅 (第 1 套)
bssoccer,后街足球 (KRB-0031 PCB)
bssoccera,后街足球 (KRB-0032A PCB)
bstars,棒球之星 (NGM-002)
bstars2,棒球之星 2 
bstarsh,棒球之星 (NGH-002)
bstrk_l1,大全倒 (Shuffle) (L-1)
bsuerte,"幸运奖分 (西班牙版, 第 1 套)"
bsuertea,"幸运奖分 (西班牙版, 第 2 套)"
bsuerteb,"幸运奖分 (西班牙版, 第 3 套)"
bsuertec,"幸运奖分 (西班牙版, 第 4 套)"
bsuerted,"幸运奖分 (西班牙版, 第 5 套)"
bsuertee,"幸运奖分 (西班牙版, 第 6 套)"
bsuertef,"幸运奖分 (西班牙版, 第 7 套)"
bsuerteg,"幸运奖分 (西班牙版, 第 8 套)"
bsuerteh,"幸运奖分 (西班牙版, 第 9 套)"
bsuertei,"幸运奖分 (西班牙版, 第 10 套)"
bsuertej,"幸运奖分 (西班牙版, 第 11 套)"
bsuertek,"幸运奖分 (西班牙版, 第 12 套)"
bsuertel,"幸运奖分 (西班牙版, 第 13 套)"
bsuertem,"幸运奖分 (西班牙版, 第 14 套)"
bsuerten,"幸运奖分 (西班牙版, 第 15 套, Prodel PCB)"
bsuerteo,"幸运奖分 (西班牙版, 第 16 套)"
bsuertep,"幸运奖分 (西班牙版, 第 17 套)"
bsuerteq,"幸运奖分 (西班牙版, 第 18 套)"
bsuerter,"幸运奖分 (西班牙版, 第 19 套)"
bsuertes,"幸运奖分 (西班牙版, 第 20 套)"
bsuertet,"幸运奖分 (西班牙版, 第 21 套)"
bsuerteu,"幸运奖分 (西班牙版, 第 22 套)"
bsuertev,"幸运奖分 (西班牙版/Portuguese, 第 23 套)"
bsv100r,开球 (Redemption 1.0)
bsv102,开球 (1.2)
bsv102r,开球 (Redemption 1.2)
bsv103,开球 (1.3)
btchamp,科乐美球类游戏合辑 96 (GV053 UAA01)
btime,汉堡时代 (Data East 第 1 套)
btime2,汉堡时代 (Data East 第 2 套)
btime3,汉堡时代 (Data East 美版)
btimem,汉堡时代 (Midway)
btippers,大翻倍 (俄版n)
btlecity,Vs. 坦克大战 
btlfield,时空战士 (日版)
btlfieldb,时空战士 (盗版)
btlkroad,世界武术格斗比赛 
btlkroadk,世界武术格斗比赛 (韩版)
btltryst,约会战役 (版本 JAC)
btmn_101,"蝙蝠侠 (美版 1.01, display A1.02)"
btmn_103,"蝙蝠侠 (美版 1.03, display A1.02)"
btmn_103f,"蝙蝠侠 (France 1.03, display F1.03)"
btmn_103g,"蝙蝠侠 (德版 1.03, display G1.04)"
btmn_106,"蝙蝠侠 (美版 1.06, display A1.02)"
btoads,忍者蛙 
bttf_a20,回到未来 - 弹珠台 (2.0)
bttf_a21,回到未来 - 弹珠台 (2.1)
bttf_a27,回到未来 - 弹珠台 (2.7)
bttf_a28,回到未来 - 弹珠台 (2.8)
bttf_g27,"回到未来 - 弹珠台 (2.7, 德版)"
bub68705,魔幻气泡 (盗版替换 68705)
bub8749,魔幻气泡 (盗版自 日版 版本 0.0 with 8749)
bubblem,幻想记忆 - 魔幻气泡 III 传说 (版本 2.4O 1996/02/15)
bubblemj,幻想记忆 - 魔幻气泡 III 传说 (版本 2.3J 1996/02/07)
bubblemu,幻想记忆 - 魔幻气泡 III 传说 (版本 2.5A 1996/02/21)
bubbles,水滴物语 
bubblesp,水滴物语 (原型版 版本)
bubblesr,水滴物语 (Solid Red 标签)
bubbletr,"麻烦泡泡 - 古灵精怪 2 (世界版, 修正版 B)"
bubbletrj,"麻烦泡泡 - 古灵精怪 2 (日版, 修正版 C)"
bubl2000,泡泡野人版 2000 
bubl2000a,泡泡2000 1.2版 
bublbob2,魔幻气泡 II (版本 2.6O 1994/12/16)
bublbob2o,魔幻气泡 II (版本 2.5O 1994/10/05)
bublbob2p,"魔幻气泡 II (版本 0.0J 1993/12/13, 原型版)"
bublbobl,"魔幻气泡 (日版, 版本 0.1)"
bublbobl1,"魔幻气泡 (日版, 版本 0.0)"
bublboblb,魔幻气泡 (for Bobble Bobble PCB)
bublboblp,魔幻气泡 (原型版 on Tokio 硬件)
bublboblr,"魔幻气泡 (美版, 版本 5.1)"
bublboblr1,"魔幻气泡 (美版, 版本 1.0)"
bublcave,魔幻气泡 - 迷失洞穴 版本 1.2 
bublcave10,魔幻气泡 - 迷失洞穴 版本 1.0 
bublcave11,魔幻气泡 - 迷失洞穴 版本 1.1 
bublpong,魔幻气泡美女版 
bubsymphb,魔幻气泡 II (盗版替换 OKI6295)
bubsymphe,魔幻气泡 II (版本 2.5O 1994/10/05)
bubsymphj,魔幻气泡 II (版本 2.5J 1994/10/05)
bubsymphu,魔幻气泡 II (版本 2.5A 1994/10/05)
bucaneer,"海盗吃豆 (10173011, NSW/ACT)"
bucaneeru,"海盗吃豆 (0252523, 美版)"
bucaner,海盗吃豆 
buccanrs,海盗快打 (第 1 套)
buccanrsa,海盗快打 (第 2 套)
buccanrsb,"海盗快打 (第 3 套, 加难版)"
buckrgrs,巴克罗杰斯 弹珠台 
buckrog,行星飞行 
buckrogn,"行星飞行 (未加密板, 第 1 套)"
buckrogn2,"行星飞行 (未加密板, 第 2 套)"
buckstop,"责无旁贷 连连乐 (10294311, NSW/ACT)"
bucky,宇宙野兔 (版本 EAB)
buckyaa,宇宙野兔 (版本 AA)
buckyaab,宇宙野兔 (版本 AAB)
buckyea,宇宙野兔 (版本 EA)
buckyjaa,宇宙野兔 (版本 JAA)
buckyuab,宇宙野兔 (版本 UAB)
buffalo,"野牛 连连乐 (10217811, NSW/ACT)"
buffalou,"野牛 连连乐 (0252636, 美版)"
bugfever,虫虫也疯狂 (版本 1.7R CGA)
bugfeverd,虫虫也疯狂 (版本 1.7E CGA)
bugfevero,虫虫也疯狂 (版本 1.6R CGA)
bugfeverv,虫虫也疯狂 (版本 1.7R Dual)
bugfeverv2,虫虫也疯狂 (版本 1.7E Dual)
buggyboy,"越野小子 (cockpit, 修正版. D)"
buggyboyb,"越野小子 (cockpit, 修正版. B)"
buggyboyjr,越野小子 (竖立机台)
buggychl,越野挑战 
buggychlt,越野挑战 (Tecfri)
bujutsu,格斗武术 
bullet,战场雄兵 (FD1094 317-0041)
bulletd,战场雄兵 (盗版自 FD1094 317-0041 set)
bullfgt,斗牛 (315-5065)
bullfgtr,冰上曲棍球 
bullfgtrs,冰上曲棍球 (Sega)
bullsdrt,飞镖准心 
bullsdrtg,飞镖准心 (小蜜蜂 转换板)
bullseye,301／牛之眼 弹珠台 (301 Darts Scoring)
bullseyn,301／牛之眼 弹珠台 (Traditional Scoring)
bultrman,奥特曼 - 怪兽格斗 
bumblbug,"小甲虫 连连乐 (0200510V, NSW/ACT)"
bumblbugql,"小甲虫 连连乐 (0200456V, Queensland)"
bumblbugu,"小甲虫 连连乐 (CHG0479-03, 美版)"
bumblbugua,"小甲虫 连连乐 (CHG0479-99, 美版)"
bungeem,蹦极猴 (第 1 套)
bungeema,蹦极猴 (第 2 套)
buraiken,必杀无赖拳 (日版)
buraikenb,"必杀无赖拳 (日版, 盗版?)"
burglarx,夜盗 X 
buriki,武力 - 东京异种格斗技大会 (修正版.B)
burnforc,"燃烧之魂 (日版, 新版 (修正版 C))"
burnforco,"燃烧之魂 (日版, 旧版)"
burningf,热血快打 (NGM-018 ~ NGH-018)
burningfh,"热血快打 (NGH-018, 美版)"
burningfp,"热血快打 (原型版, 旧版)"
burningfpa,"热血快打 (原型版, near final, 版本 23.3, 910326)"
burningfpb,"热血快打 (原型版, 新版, V07)"
bushido,武士道 (第 1 套)
bushidoa,武士道 (第 2 套)
bushrngr,"绿林好汉 连连乐 (10006111, NSW/ACT)"
buster,小鬼 
butasan,"笑傲猪群 (日版, 英版)"
butasanj,"疯狂爆弹猪 (日版, 日版)"
butrfly,蝴蝶 - 视频游戏 (版本 U350C)
buttdeli,"蝴蝶天堂 连连乐 (0200143V, NSW/ACT)"
buzzard,猎鹰直升机 
buzzundr,水果测验掏钱台 (Ace)
bwcasino,扑克 21 点 
bwidow,黑寡妇 
bwidowp,黑寡妇 (原型版)
bwings,B-计划 (日版 新版.)
bwingsa,B-计划 (替换版 版本.?)
bwingso,B-计划 (日版 旧版.)
bygone,往事 (原型版)
bzaxxon,立体空战 (Bandai)
bzone,战争地带 (修正版 2)
bzonea,战争地带 (修正版 1)
bzonec,战争地带 (平躺机台)
cabal,"勇士们 (世界版, 摇杆版)"
cabala,"勇士们 (韩版?, 摇杆版)"
cabalbl,"勇士们 (盗版自 摇杆版, 第 1 套, 声音硬件替换版)"
cabalbl2,"勇士们 (盗版自 摇杆版, 第 2 套)"
cabaluk,"勇士们 (UK, 轨迹球版)"
cabalukj,"勇士们 (UK, 摇杆版)"
cabalus,"勇士们 (美版 第 1 套, 轨迹球版)"
cabalus2,"勇士们 (美版 第 2 套, 轨迹球版)"
cabaret,酒舞宴 
cachat,能源方块 (日版)
cactjack,仙人掌杰克 弹珠台 
cactus,仙人掌 (盗版自 Saboten Bombers)
cactusco,"仙人掌科拉尔 连连乐 (10237711, NSW/ACT)"
cadanglr,晃来晃去钓鱼人 (DECO Cassette) (美版)
cadash,卡达叙传说 (世界版)
cadashf,卡达叙传说 (France)
cadashg,"卡达叙传说 (德版, 版本 1)"
cadashi,卡达叙传说 (意大利版)
cadashj,"卡达叙传说 (日版, 版本 2)"
cadashj1,"卡达叙传说 (日版, 版本 1)"
cadashjo,"卡达叙传说 (日版, 旧版est 版本)"
cadashp,"卡达叙传说 (世界版, 原型版)"
cadashs,"卡达叙传说 (Spain, 版本 1)"
cadashu,"卡达叙传说 (美版, 版本 2)"
cadashu1,"卡达叙传说 (美版, 版本 1?)"
cafebrk,麻将咖啡屋 
cafedoll,麻将咖啡娃娃 (日版)
cafepara,西点麻将 
cafetime,麻将咖啡时间 
cairblad,空刃 (日版)
calchase,加洲追逐 
calcune,"数字方块 (日版, 原型版)"
calibr50,点五零 (版本. 1.01)
calipso,潜水任务 
callwld,"狂野呼唤 连连乐 (10256611, NSW/ACT)"
calorie,地底大战 
calorieb,地底大战 (盗版)
calspeed,"加州飙车 (版本 2.1a Apr 17 1998, GUTS 1.25 Apr 17 1998 / MAIN Apr 17 1998)"
calspeeda,"加州飙车 (版本 1.0r8 Mar 10 1998, GUTS Mar 10 1998 / MAIN Mar 10 1998)"
calspeedb,"加州飙车 (版本 1.0r7a Mar 4 1998, GUTS Mar 3 1998 / MAIN Jan 19 1998)"
calyking,"卡吕普索之王 连连乐 (20197111, NSW/ACT)"
cameltry,"骆驼珠 (美版, YM2610)"
cameltrya,"骆驼珠 (世界版, YM2203 + M6295)"
cameltryau,"骆驼珠 (美版, YM2203 + M6295)"
cameltryj,"骆驼珠 (日版, YM2610)"
camlight,骆驼之光 弹珠台 
canaryrc,"金丝雀之财 连连乐 (10218211, NSW/ACT)"
canasta,卡纳斯塔86 弹珠台 
candance,麒麟 - 加农舞者 (日版)
candory,碰碰玛利 (Ponpoko 盗版替换 Mario)
candy,小甜甜方块 
cannball,"佳能球气泡 (Yun Sung, 横版)"
cannballv,"佳能球气泡 (Yun Sung, 纵版)"
cannonb,"佳能球气泡 (盗版 疯狂大金刚 硬件) (第 1 套, buggy)"
cannonb2,"佳能球气泡 (盗版 疯狂大金刚 硬件) (第 2 套, buggy)"
cannonb3,"佳能球气泡 (盗版 疯狂大金刚 硬件) (第 3 套, 无奖分游戏)"
cannonbp,佳能球气泡 (吃豆人 硬件)
canrose,"玫瑰峡谷 (AHG1463, 美版)"
canvas,彻底素描 
canyon,飞船 - 峡谷轰炸 
canyonp,飞船 - 峡谷轰炸 (原型版)
capbowl,卡普空保龄球 (第 1 套)
capbowl2,卡普空保龄球 (第 2 套)
capbowl3,卡普空保龄球 (第 3 套)
capbowl4,卡普空保龄球 (第 4 套)
capcor,双倍打击 (版本 1.3)
capitol,火凤凰 2 Capitol 
caprcyc,塞客隆夹娃娃机 
capsnk,卡普空 对 SNK 千禧格斗 2000 (修正版 C)
capsnka,卡普空 对 SNK 千禧格斗 2000 (修正版 A)
capsnkb,卡普空 对 SNK 千禧格斗 2000 
captaven,上尉密令 (亚版 修正版 1.4)
captavena,上尉密令 (亚版 修正版 1.0)
captavene,上尉密令 (UK 修正版 1.4)
captavenj,上尉密令 (日版 修正版 0.2)
captavenu,上尉密令 (美版 修正版 1.9)
captavenua,上尉密令 (美版 修正版 1.4)
captavenuu,上尉密令 (美版 修正版 1.6)
captcomm,名将 (世界版 911202)
captcommb,名将 (盗版)
captcommb2,名将 (盗版替换 2xMSM5205)
captcommj,名将 (日版 911202)
captcommjr1,名将 (日版 910928)
captcommr1,名将 (世界版 911014)
captcommu,名将 (美版 910928)
captflag,战旗船长 (日版)
capunc,"双倍打击 (Nazionale Elettronica, 版本 1.2)"
car2,赛车 2 (盗版自 Head On 2)
caractn,金龟跳车 (第 1 套)
caractn2,金龟跳车 (第 2 套)
carb2002,马车奖分 2002 (盗版)
carb2003,马车奖分 2003 (盗版)
cardline,卡片诗句 
carhntds,狩猎车手 / 深水炸弹 (France)
carhop,跳跳车 
carjmbre,越野小汽车 
carket,板球 
carnevil,恶魔石记 (v1.0.3)
carnevil1,恶魔石记 (v1.0.1)
carnival,"嘉年华 (竖立机台, AY8912 m美版ic)"
carnivalb,"嘉年华 (竖立机台, PIT8253 m美版ic)"
carnivalc,嘉年华 (平躺机台)
carnivalh,"嘉年华 (Head On 硬件, 第 1 套)"
carnivalha,"嘉年华 (Head On 硬件, 第 2 套)"
carnking,嘉年华之王 (v1.00.11)
carpolo,汽车足球 
carrera,爆破 (版本 6.7)
cars2lap,汽车总动员2手提游戏机 (德版)
casanova,浓情威尼斯 
casbjack,"卡西诺21点 (彩色版, 标准版 00-05)"
cascade,雪崩 Cascade 
cashcat,"金钱猫 连连乐 (0100676V, NSW/ACT)"
cashcata,"金钱猫 连连乐 (0100557V, NSW/ACT)"
cashcatnz,"金钱猫 连连乐 (0300863V, 新西兰版)"
cashcham,"金钱变色龙 连连乐 (0100438V, NSW/ACT)"
cashchama,"金钱变色龙 连连乐 (0200437V, NSW/ACT)"
cashchamnz,"金钱变色龙 连连乐 (0300781V, 新西兰版)"
cashchamu,"金钱变色龙 连连乐 (DHG4078-99, 美版)"
cashcra5,"经济作物 连连乐 (0300467V, NSW/ACT)"
cashcra5a,"经济作物 连连乐 (0300447V, NSW/ACT)"
cashcrop,经济作物 连连乐 (俄版n)
cashquiz,"金钱问答 (Type B, 版本 5)"
cashtrn,猜火车 (v1.10)
casino5,"第五赌场 (3315-02, U5-2B)"
casino5a,"第五赌场 (3315-02, U5-0)"
caspoker,"卡西诺扑克 (版本 PM88-01-21, 德版)"
caspokera,"卡西诺扑克 (版本 PM86LO-35-5, 德版)"
caspokerb,"卡西诺扑克 (版本 PM86-35-1, 德版)"
castaway,浩劫重生 (俄版) (Atronic) (第 1 套)
castawaya,浩劫重生 (俄版) (Atronic) (第 2 套)
castfant,战机幻想曲 (DECO Cassette) (美版)
caswin,水果牌 
catacomb,地下墓穴 
catacomp,地下墓穴 (Pinball)
catapult,弹射大作战 
catch22,战斗任务 - 武力支援 (版本 8.0)
catchp,接球 (原型版)
caterplr,蜈蚣 (盗版自 Centipede)
catnmous,猫和老鼠 (type 02 program)
catnmousa,猫和老鼠 (type 01 program)
catt,魔猫森林 Catt (日版)
cavelon,骑士之剑 
cavenger,宇宙复仇者 
cawing,雌虎战机 (世界版 901012)
cawingb2,"雌虎战机 (盗版替换 2xYM2203 + 2xMSM5205, 第 2 套)"
cawingbl,"雌虎战机 (盗版替换 2xYM2203 + 2xMSM5205, 第 1 套)"
cawingj,雌虎战机 (日版 901012)
cawingr1,雌虎战机 (世界版 901009)
cawingu,雌虎战机 (美版 901130)
cawingur1,雌虎战机 (美版 901012)
cb2001,樱桃和黄金 2001 
cb3,"樱桃和黄金 III (版本.1.40, 加密板)"
cb3a,"樱桃和黄金 III (版本.1.40, 第 2 套)"
cb3b,樱桃和黄金 III (替换版)
cb3c,"樱桃和黄金 III (替换版, 第 2 套)"
cb3d,樱桃和黄金 III (第 3 套)
cb3e,"樱桃和黄金 III (第 4 套, 加密板 盗版)"
cbaj,极限滑雪板 
cball,"加农弹 (Atari, 原型版)"
cbasebal,卡普空棒球 (日版)
cbdash,推石小子 (DECO Cassette) (美版)
cbnj,金龟车 Bump 'n' Jump (DECO Cassette) (美版)
cbombers,炮弹飞车 (世界版)
cbombersj,炮弹飞车 (日版)
cbombersp,炮弹飞车 (日版 原型版)
cbrs8,酷男孩 RS-8 168合1 
cbtime,汉堡时代 (DECO Cassette) (美版)
cburnrub,金龟车 (DECO Cassette) (美版) (第 1 套)
cburnrub2,金龟车 (DECO Cassette) (美版) (第 2 套)
cburnrubj,金龟车 (DECO Cassette) (日版)
cbuster,暴力克星 (世界版 FX 版本)
cbusterj,暴力克星 (日版 FR 修正版 1)
cbusterw,暴力克星 (世界版 FU 版本)
cc_10,仙人掌峡谷 (1.0)
cc_104,仙人掌峡谷 (1.04 Test 0.2)
cc_12,仙人掌峡谷 (1.2)
cc_13,仙人掌峡谷 (1.3)
ccasino,中国乐园 [博彩] (日版)
ccastles,水晶城堡 (版本 4)
ccastles1,水晶城堡 (版本 1)
ccastles2,水晶城堡 (版本 2)
ccastles3,水晶城堡 (版本 3)
ccastlesf,"水晶城堡 (版本 3, 法版)"
ccastlesg,"水晶城堡 (版本 3, 德版)"
ccastlesj,水晶城堡 (摇杆版)
ccastlesp,"水晶城堡 (版本 3, 西班牙版)"
ccboot,疯狂爬梯者 (盗版 第 1 套)
ccboot2,疯狂爬梯者 (盗版 第 2 套)
ccbootmr,疯狂爬梯者 (Model Racing 盗版)
ccclass,高尔夫乡村俱乐部 (v1.10 03-apr-1997)
cchance,樱桃运气 
cchasm,天裂 (第 1 套)
cchasm1,天裂 (第 2 套)
cclimber,疯狂爬梯者 (美版 第 1 套)
cclimbera,疯狂爬梯者 (美版 第 2 套)
cclimberj,疯狂爬梯者 (日版)
cclimbr2,疯狂爬梯者 2 (日版)
cclimbr2a,"疯狂爬梯者 2 (日版, 加难版)"
cclimbroper,"疯狂爬梯者 (西班牙版, Operamatic 盗版)"
cclimbrrod,"疯狂爬梯者 (西班牙版, Rodmar 盗版)"
cclownz,戏弄小丑 (版本 1.0)
cdiscon1,迪斯可 No.1 (DECO Cassette) (美版)
cdkong,大金刚 (Coleco)
cdracula,德古拉城堡 
cdrawpkr,抽奖扑克 (Joker Poker V.01)
cdsteljn,电视麻将卡带版 (DECO Cassette) (日版)
cecmatch,印度飞盘比赛游戏 
cencourt,"温布顿中央球场 (世界版, 4 人游戏, 原型版) (MC-8123B)"
centaur,半人马 
centauri,半人马 (Inder)
centauri2,半人马 (替换版)
centipdb,"蜈蚣 (盗版, 第 1 套)"
centipdb2,"蜈蚣 (盗版, 第 2 套)"
centipdd,蜈蚣 (修改版)
centiped,蜈蚣 (修正版 4)
centiped1,蜈蚣 (修正版 1)
centiped2,蜈蚣 (修正版 2)
centiped3,蜈蚣 (修正版 3)
centipedj,"蜈蚣 (日版, 修正版 3)"
cerberup,防卫卫星 (Pinball)
cerberus,防卫卫星 
cexplore,探险家 (DECO Cassette) (美版)
cfarm,鸡畜场 (版本 2.0)
cfarwest,大列车强盗 - 遥远西部 (Compumatic)
cfblue,疯狂蓝色水果盘 (俄版) (Atronic) (第 1 套)
cfbluea,疯狂蓝色水果盘 (俄版) (Atronic) (第 2 套)
cfboy0a1,"快闪小金刚 (纵版) (DECO Cassette MD) (No.12/版本.0/Set.1,日版)"
cfever1k,英伦赌场热 1k 
cfever40,英伦赌场热 4.0 
cfever50,英伦赌场热 5.0 
cfever51,英伦赌场热 5.1 
cfever61,英伦赌场热 6.1 
cfghtice,战斗曲棍球 (DECO Cassette) (美版)
cfgreen,疯狂绿色水果盘 (俄版) (Atronic)
cfield,混沌时空 (日版) (GDL-0025)
cfishing,钓鱼 (DECO Cassette) (日版)
cflyball,飞球 (DECO Cassette) (美版)
cfortea,最强星座 国际象棋计算机 (版本 A)
cforteb,最强星座 国际象棋计算机 (版本 B)
cfrogger,青蛙过河 (Coleco)
cftbl_l2,黑湖妖潭 弹珠台 (L-2)
cftbl_l3,"黑湖妖潭 弹珠台 (L-3,SP-1)"
cftbl_l4,黑湖妖潭 弹珠台 (L-4)
cgalaxn,小蜜蜂 (Coleco)
cgangpzl,蜜蜂方块 (美版)
cgangpzlj,蜜蜂方块 (日版)
cgidjp,双倍鬼牌扑克 (CGI)
cgip30cs,"奖分扑克 (版本.30c, 标准版)"
cgold,"加勒比海黄金连连乐 (3VXEC449, 美版)"
cgold2,"加勒比海黄金连连乐II (3XF5182H04, 美版)"
cgraplop,防卫砖块球 (DECO Cassette) (美版)
cgraplop2,防卫砖块球 (DECO Cassette) (美版) (原型版?)
cgraplopj,防卫砖块球 (DECO Cassette) (日版)
cgunship,眼镜蛇武装直升机 [TTL] 
ch2000,水果奖分 2000 / 新樱桃 2000 (版本 4.4E Dual)
ch2000b1,"水果奖分 2000 / 新樱桃 2000 (版本 4.4R, 第 1 套)"
ch2000b2,"水果奖分 2000 / 新樱桃 2000 (版本 4.1LT, 第 1 套)"
ch2000c1,"水果奖分 2000 / 新樱桃 2000 (版本 4.4R, 第 2 套)"
ch2000c2,"水果奖分 2000 / 新樱桃 2000 (版本 4.1LT, 第 2 套)"
ch2000d1,"水果奖分 2000 / 新樱桃 2000 (版本 4.4R, 第 3 套)"
ch2000d2,"水果奖分 2000 / 新樱桃 2000 (版本 4.1LT, 第 3 套)"
ch2000o,水果奖分 2000 / 新樱桃 2000 (版本 3.9XT)
ch2000o2,水果奖分 2000 / 新樱桃 2000 (版本 3.9D)
ch2000o3,水果奖分 2000 / 新樱桃 2000 (版本 3.9)
ch2000v1,水果奖分 2000 / 新樱桃 2000 (版本 4.4R Dual)
ch2000v2,水果奖分 2000 / 新樱桃 2000 (版本 4.1LT Dual)
ch2001,国际象棋2001 
chainrec,"魔法方块 (世界版, 版本 2.2, 1995.09.25)"
chaknpop,小鸡大作战 
challeng,挑战者号 
cham24,变色龙 24 
chamburger,汉堡时代 (DECO Cassette) (日版)
chameleo,变色龙 
champbas,冠军棒球 
champbasj,冠军棒球 (日版 第 1 套)
champbasja,冠军棒球 (日版 第 2 套)
champbasjb,冠军棒球 (日版 第 3 套)
champbb2,冠军棒球2 (第 1 套)
champbb2j,冠军棒球2 (日版)
champbwl,保龄球锦标赛 
champion,冠军85 弹珠台 
champwr,摔跤锦标赛 (世界版)
champwrj,摔跤锦标赛 (日版)
champwru,摔跤锦标赛 (美版)
chanbara,御姐玫瑰 
chance32,机会三十二扑克 
changela,变换车道 
changes,毛毛虫 - 变幻 
changesa,毛毛虫 - 变幻 (EME 授权)
chaosbrk,混沌破坏者 (v2.02J)
chaoshea,激烈大混乱 (V2.09O 1998/10/02 17:00)
chaosheaj,激烈大混乱 (V2.08J 1998/09/25 17:00)
charlien,糊涂忍者 
charlies,霹雳娇娃 弹珠台 
chasehq,追踪 H.Q. (世界版)
chasehq2,追踪 H.Q. 2 (v2.0.6.JP)
chasehqj,追踪 H.Q. (日版)
chasehqju,"追踪 H.Q. (日版, 竖立机台?)"
chasehqu,追踪 H.Q. (美版)
chboxing,冠军杯拳击 
checkma5,"贪食蛇 - 将军 (01J00681, NSW/ACT)"
checkman,检查人 
checkmanj,检查人 (日版)
checkmat,贪食蛇 - 将军 
cheekyms,打老鼠 
cheesech,干酪追逐 
chelnov,原子超人 (世界版)
chelnovj,原子超人 (日版)
chelnovjbl,"原子超人 (日版, 盗版替换 I8031, 第 1 套)"
chelnovjbla,"原子超人 (日版, 盗版替换 I8031, 第 2 套)"
chelnovu,原子超人 (美版)
cherry96,新樱桃水果盘96 (盗版自 新版 Fruit Bon美版?)
chessc2,象棋挑战赛2 
chesster,切斯斯特挑战者 (v1.3)
chesstera,切斯斯特挑战者 
chewing,拉霸 
cheyenne,赛恩警长 - 大逃犯枪战 (版本 1.0)
chicken,懦夫 (俄版) (Atronic)
chickna5,"懦夫 (0100351V, NSW/ACT)"
chickna5ql,"懦夫 (0200530V, Queensland)"
chickna5u,"懦夫 (RHG0730-03, 美版)"
chickna5ua,"懦夫 (RHG0730-99, 美版)"
chickna5v,"懦夫 (01J01886, Venezuela)"
chikij,双麒儿 (日版 900619)
chiller,毛骨悚然 (版本 3.0)
chimerab,"原生兽 (日版, 原型版)"
chinagat,西游降魔录 - 流棒妖技之章 (美版)
chinatow,"唐人街 (版本 1B, Dino4 HW)"
chinatwn,唐人街 (日版)
chinhero,中华英雄 
chinhero2,"中华英雄 (旧版, 第 1 套)"
chinhero3,"中华英雄 (旧版, 第 2 套)"
chinherot,中华英雄 (Taito)
chinmoku,麻将沉默编队 (日版 900511)
chinsan,"加油!金先生大胜负 (MC-8123A, 317-5012)"
chkndraw,"顺啦 (2131-04, U5-1)"
chkndrawa,"顺啦 (2131-04, U5-0)"
chkun,棒球王 (日版)
chleague,"冠军扑克 (v220I, Poker)"
