901,0901 - Tom and Jerry in Infurnal Escape(US).zip,Tom and Jerry in Infurnal Escape ,U,汤姆和杰利 - 逃出地狱,E, ACT
902,0902 - Megaman & Bass(US).zip,Megaman & Bass ,U,洛克人与佛鲁迪,E, ACT
903,0903 - Sega Rally Championship(US).zip,Sega Rally Championship ,U,世嘉拉力锦标赛车,E, RCG
904,0904 - Defender(EU).zip,Defender ,M5,防御者,M5, STG
905,0905 - Crash Bandicoot 2 - N-Tranced(EU).zip,Crash Bandicoot 2 - N - Tranced ,M6,古惑狼2,M6, ACT
906,0906 - Sonic Advance 2(US).zip,Sonic Advance 2 ,M6,索尼克大冒险2,M6, ACT
907,0907 - Pokemon - Ruby Version(US).zip,Pokemon - Ruby Version ,U,口袋妖怪红宝石,U, RPG
908,0908 - Yu-Gi-Oh! Duel Monsters 8 - Hametsu no Daijashin(JP).zip,Yu - Gi - Oh! Duel Monsters 8 - Hametsu no Daijashin ,J,游戏王8 - 破灭之大邪神,J, RPG
909,0909 - Made in Wario(JP).zip,Made in Wario ,J,瓦里奥制造,J, PUZ
910,0910 - 007 - NightFire(UE).zip,007 - NightFire ,M3,占士邦007 - 夜火,M3, FPS
911,0911 - Bratz(US).zip,Bratz ,M3,贝兹洋娃娃 - 跳舞机,M3, ETC
912,"0912 - Muppets, The - On With the Show!(UE).zip",Muppets：The - On With the Show! ,M6,芝麻街 - 演出开始啦,M6, PUZ
913,0913 - Piglet's Big Game(US).zip,Piglet's Big Game ,U,迪斯尼小猪大游戏,E, ACT
914,"0914 - Lost Vikings, The(EU).zip",Lost Vikings：The ,M4,失落的维京人3人组,M4, ACT
915,0915 - Dr. Muto(EU).zip,Dr. Muto ,M5,疯狂博士,M5, ACT
916,0916 - Sonic Advance 2(EU).zip,Sonic Advance 2 ,M6,索尼克大冒险2,M6, ACT
917,0917 - Samurai Jack - The Amulet of Time(UE).zip,Samurai Jack - The Amulet of Time ,U,日本武士杰克 - 时间之护身符,E, ACT
918,0918 - MLB SlugFest 20-04(US).zip,MLB SlugFest 20 - 04 ,U,美国职棒大联盟2004,E, SPG
919,0919 - From TV Animation One Piece - Mezase! King of Berry(JP).zip,From TV Animation One Piece - Mezase! King of Berry ,J,海贼王 - 目标赏金之王,J, TAB
920,0920 - Daredevil(DE).zip,Daredevil ,G,夜魔侠,G, ACT
921,0921 - Bruce Lee - Return of the Legend(EU).zip,Bruce Lee - Return of the Legend ,M5,李小龙 - 传说中的英雄再现,M5, ACT
922,0922 - Animal Snap - Rescue Them 2 by 2(EU).zip,Animal Snap - Rescue Them 2 by 2 ,E,动物方块 - 拯救它们,E, TAB
923,0923 - Ultimate Brain Games(UE).zip,Ultimate Brain Games ,U,终极智力游戏,E, TAB
924,0924 - Sister Princess - RePure(JP).zip,Sister Princess - RePure ,J,妹妹公主,J, TCG
925,0925 - Castleween(EU).zip,Castleween ,M5,古堡幽灵,M5, ACT
926,0926 - Superman - Countdown to Apokolips(US).zip,Superman - Countdown to Apokolips ,U,超人 - 回到地球,E, ACT
927,0927 - Super Puzzle Fighter II Turbo(EU).zip,Super Puzzle Fighter II Turbo ,E,超级街霸对战方块2,E, TAB
928,0928 - Shimura Ken no Baka Tonosama - Bakushou Tenka Touitsu Game(JP).zip,Shimura Ken no Baka Tonosama - Bakushou Tenka Touitsu Game ,J,志村健之白痴殿下 - 爆笑天下统一游戏,J, TAB
929,0929 - Inukko Club(JP).zip,Inukko Club ,J,小狗俱乐部 - 福丸之大冒险,J, A·RPG
930,0930 - Dragon Quest Monsters - Caravan Heart(JP).zip,Dragon Quest Monsters - Caravan Heart ,J,勇者斗恶龙怪物篇3 - 旅团之心,J, RPG
931,0931 - Jimmy Neutron vs. Jimmy Negatron(DE).zip,Jimmy Neutron vs. Jimmy Negatron ,G,天才男孩吉米中子VS吉米负电子,G, ACT
932,0932 - Gremlins - Stripe vs. Gizmo(EU).zip,Gremlins - Stripe vs. Gizmo ,M6,魔怪小精灵,M6, ACT
933,0933 - Shin Megami Tensei(JP).zip,Shin Megami Tensei ,J,真女神转生,J, RPG
934,0934 - Quiere ser Millonario(ES).zip,Quiere ser Millonario ,S,谁想成为百万富翁,S, ETC
935,0935 - Driver 2 Advance(US).zip,Driver 2 Advance ,U,横冲直撞车2,E, RCG
936,"0936 - Ed, Edd n Eddy - Jawbreakers!(US).zip",Ed：Edd n Eddy - Jawbreakers! ,U,顽皮捣蛋小鬼Ed Edd和Eddy - 唠叨家伙们的混乱大冒险,U, ACT
937,0937 - Super Monkey Ball Jr.(EU).zip,Super Monkey Ball Jr. ,M5,超级猴球,M5, PUZ
938,0938 - Santa Claus Saves the Earth(EU).zip,Santa Claus Saves the Earth ,E,圣诞老人救地球,E, ACT
939,0939 - Medabots - Rokusho Version(EU).zip,Medabots - Rokusho Version ,E,金属机器人大战 - 六书版,E, S·RPG
940,0940 - Golden Sun - The Lost Age(UE).zip,Golden Sun - The Lost Age ,U,黄金太阳2 - 失落的时代,E, RPG
941,0941 - Ninja Cop(EU).zip,Ninja Cop ,E,忍者刑警,E, ACT
942,0942 - Disney Princess(UE).zip,Disney Princess ,U,迪斯尼白雪公主们,E, ACT
943,0943 - Bomberman Max 2 - Blue Advance(EU).zip,Bomberman Max 2 - Blue Advance ,M3,炸.弹人马克思2 - 蓝版,M3, ACT
944,0944 - Bomberman Max 2 - Red Advance(EU).zip,Bomberman Max 2 - Red Advance ,M3,炸.弹人马克思2 - 红版,M3, ACT
945,0945 - Whistle! - Dai 37 Kai Tokyo-to Chuugakkou Sougou Taiiku Soccer Taikai(JP).zip,Whistle! - Dai 37 Kai Tokyo - to Chuugakkou Sougou Taiiku Soccer Taikai ,J,哨声响起,J, TCG
946,0946 - Ao-Zoura to Nakamatachi - Yume no Bouken(JP).zip,Ao - Zoura to Nakamatachi - Yume no Bouken ,J,梦之冒险,J, ACT
947,0947 - Hamtaro - Ham-Ham Heartbreak(US).zip,Hamtaro - Ham - Ham Heartbreak ,U,哈姆太郎3 - 恋爱大冒险,E, AVG
948,0948 - Crazy Taxi - Catch a Ride(US).zip,Crazy Taxi - Catch a Ride ,U,疯狂出租车,E, RCG
949,0949 - Daredevil(EU).zip,Daredevil ,M4,夜魔侠,M4, ACT
950,0950 - Freestyle Scooter(EU).zip,Freestyle Scooter ,E,极限时髦滑板车,E, SPG
951,0951 - Mortal Kombat Advance(EU).zip,Mortal Kombat Advance ,E,真人快打,E, FTG
952,0952 - Dancing Sword - Senkou(JP).zip,Dancing Sword - Senkou ,J,舞之刃,E, ACT
953,"0953 - Lost Vikings, The(US).zip",Lost Vikings：The ,U,失落的维京人3人组,E, ACT
954,0954 - Yu-Gi-Oh! Worldwide Edition - Stairway to the Destined Duel(EU).zip,Yu - Gi - Oh! Worldwide Edition - Stairway to the Destined Duel ,M6,游戏王6 - 国际版,M6, CAG
955,0955 - X2 - Wolverine's Revenge(UE).zip,X2 - Wolverine's Revenge ,U,X战警2 - 狼人之复仇,E, ACT
956,0956 - Bokujou Monogatari - Mineral Town no Nakamatachi(JP).zip,Bokujou Monogatari - Mineral Town no Nakamatachi ,J,牧场物语 - 矿石镇的朋友们,J, SLG
957,0957 - Exciting Bass(JP).zip,Exciting Bass ,J,刺激钓鱼,J, ETC
958,0958 - Pink Panther - Pinkadelic Pursuit(US).zip,Pink Panther - Pinkadelic Pursuit ,U,粉红傻豹大追捕,E, ACT
959,0959 - Sengoku Kakumei Gaiden(JP).zip,Sengoku Kakumei Gaiden ,J,战国革命外传,J, A·RPG
960,0960 - Medarot Ni Core - Kabuto Version(JP).zip,Medarot Ni Core - Kabuto Version ,J,金属机械器人2 - 甲冑版,J, S·RPG
961,0961 - Colin McRae Rally 2.0(US).zip,Colin McRae Rally 2.0 ,M3,越野拉力赛车2,M3, RCG
962,0962 - Slot! Pro 2 Advance - GoGo Juggler & New Tairyou(JP).zip,Slot! Pro 2 Advance - GoGo Juggler & New Tairyou ,J,专业柏青嫂游戏2 - 走开骗子,J, PUZ
963,0963 - Sylvanian Families 4 - Meguru Kisetsu no Tapestry(JP).zip,Sylvanian Families 4 - Meguru Kisetsu no Tapestry ,J,森林之家4,J, RPG
964,0964 - Nippon Pro Mahjong Renmei Kounin Tetsuman Advance - Menkyo Kaiden Series(JP).zip,Nippon Pro Mahjong Renmei Kounin Tetsuman Advance - Menkyo Kaiden Series ,J,日本职业麻将 - 彻万,J, TAB
965,0965 - Watashi no Makesalon(JP).zip,Watashi no Makesalon ,J,我的彩妆世界,J, SLG
966,0966 - Disney Sports - Basketball(JP).zip,Disney Sports - Basketball ,J,迪斯尼全明星体育系列 - 篮球,J, SPG
967,0967 - Koukou Juken Advance Series Eijukugo Hen - 650 Phrases Shuuroku(JP).zip,Koukou Juken Advance Series Eijukugo Hen - 650 Phrases Shuuroku ,J,高校受验系列 - 英熟语语篇 - 650词组收录,J, ETC
968,0968 - Zoids Saga II(JP).zip,Zoids Saga II ,J,机兽新世纪2,J, RPG
969,0969 - Kisekko Gurumi - Chesty to Nuigurumi-tachi no Mahou no Bouken(JP).zip,Kisekko Gurumi - Chesty to Nuigurumi - tachi no Mahou no Bouken ,J,魔法之冒险,J, AVG
970,0970 - Medarot Ni Core - Kuwagata Version(JP).zip,Medarot Ni Core - Kuwagata Version ,J,金属机器人2 - 锹型虫版,J, S·RPG
971,0971 - Shin Nippon Pro Wrestling - Toukon Retsuden Advance(JP).zip,Shin Nippon Pro Wrestling - Toukon Retsuden Advance ,J,新日本职业摔跤 - 斗魂烈传,J, FTG
972,0972 - Simple 2960 Tomodachi Series Vol. 2 - The Block Kuzushi(JP).zip,Simple 2960 Tomodachi Series Vol. 2 - The Block Kuzushi ,J,简单2960第二集 - 打砖块障碍崩溃,J, PUZ
973,0973 - Bass Tsuri Shiyouze! - Tournament ha Senryaku da!(JP).zip,Bass Tsuri Shiyouze! - Tournament ha Senryaku da! ,J,钓鲈巡回赛 - 夺标就是战略,J, A·RPG
974,0974 - Tomb Raider - The Prophecy(JP).zip,Tomb Raider - The Prophecy ,J,古墓丽影 - 预言,J, AVG
975,0975 - Fancy Pocket(JP).zip,Fancy Pocket ,J,口袋精品店,J, SLG
976,0976 - Oshare Princess 2(JP).zip,Oshare Princess 2 ,J,奥沙尔公主2和动物占卜,J, TAB
977,0977 - Superman - Countdown to Apokolips(EU).zip,Superman - Countdown to Apokolips ,M5,超人回到地球,M5, ACT
978,0978 - Sega Rally Championship(EU).zip,Sega Rally Championship ,E,世嘉拉力锦标赛车,E, RCG
979,0979 - Fire Emblem - Rekka no Ken(JP).zip,Fire Emblem - Rekka no Ken ,J,火炎之纹章 - 烈火之剑,J, RPG
980,0980 - Summon Night - Craft Sword Monogatari(JP).zip,Summon Night - Craft Sword Monogatari ,J,召唤之夜 - 铸剑物语1,J, A·RPG
981,0981 - RPG Tsukuru Advance(JP).zip,RPG ,J,RPG,J, RPG
982,"0982 - Sum of All Fears, The(US).zip",Sum of All Fears：The ,M5,恐惧的总和,M5, RTS
983,0983 - Hunter X Hunter - Minna Tomodachi Daisakusen!!(JP).zip,Hunter X Hunter - Minna Tomodachi Daisakusen!! ,J,猎人X猎人 - 热血友情大作战,J, RPG
984,0984 - X-Men 2 - La Vengeance de Wolverine(FR).zip,X - Men 2 - La Vengeance de Wolverine ,F,X战警2 - 狼人之复仇,F, ACT
985,0985 - Rayman 3(US).zip,Rayman 3 ,M3,雷曼3 - 暴徒大破坏,M3, ACT
986,0986 - Azumanga Daiou Advance(JP).zip,Azumanga Daiou Advance ,J,漫画大王,J, CAG
987,0987 - Disney Sports - Motocross(US).zip,Disney Sports - Motocross ,U,迪斯尼全明星体育系列 - 摩托车,E, SPG
988,0988 - Bouken Yuuki Pluster World - Pluston GP(JP).zip,Bouken Yuuki Pluster World - Pluston GP ,J,冒险游记GP赛车,J, RCG
989,0989 - Zero One(JP).zip,Zero One ,J,虚拟战争对与错 - 是与非,J, AVG
990,0990 - Rockman Zero 2(JP).zip,Rockman Zero 2 ,J,洛克人ZERO2,J, ACT
991,0991 - Simple 2960 Tomodachi Series Vol. 1 - The Table Game Collection(JP).zip,Simple 2960 Tomodachi Series Vol. 1 - The Table Game Collection ,J,简单2960第一集 - 桌面游戏,J, TAB
992,0992 - Drome Racers(EU).zip,Drome Racers ,M4,乐高疯狂赛车,M4, RCG
993,0993 - Tom Clancy's Splinter Cell(US).zip,Tom Clancy's Splinter Cell ,M3,分裂细胞1,M3, ACT
994,0994 - Naruto - Ninjutsu Zenkai! Saikyou Ninja Daikesshuu(JP).zip,Naruto - Ninjutsu Zenkai! Saikyou Ninja Daikesshuu ,J,火影忍者 - 最强忍者大集合1,J, ACT
995,0995 - Super Puzzle Fighter II Turbo(US).zip,Super Puzzle Fighter II Turbo ,U,超级街霸对战方块2,E, PUZ
996,0996 - Castlevania - Akatsuki no Minuet(JP).zip,Castlevania - Akatsuki no Minuet ,J,恶魔城 - 晓月圆舞曲,J, A·RPG
997,0997 - Castlevania - Aria of Sorrow(EU).zip,Castlevania - Aria of Sorrow ,M3,恶魔城 - 晓月圆舞曲,M3, A·RPG
998,0998 - Lufia - The Ruins of Lore(US).zip,Lufia - The Ruins of Lore ,U,沉默的遗迹 - 四狂神战记外传,E, RPG
999,0999 - Castlevania - Aria of Sorrow(US).zip,Castlevania - Aria of Sorrow ,U,恶魔城 - 晓月圆舞曲,E, A·RPG
1000,1000 - Medal of Honor - Underground(EU).zip,Medal of Honor - Underground ,M4,荣誉勋章 - 地下抵抗,M4, FPS
1001,1001 - Tom and Jerry in Infurnal Escape(EU).zip,Tom and Jerry in Infurnal Escape ,M5,汤姆和杰利 - 逃出地狱,M5, ACT
1002,1002 - Yu-Gi-Oh! Duel Monsters - International Worldwide Edition(JP).zip,Yu - Gi - Oh! Duel Monsters - International Worldwide Edition ,M6,游戏王6 - 国际版,M6, CAG
1003,1003 - Dokidoki Cooking Series 2 - Gourmet Kitchen - Suteki na Obentou(JP).zip,Dokidoki Cooking Series 2 - Gourmet Kitchen - Suteki na Obentou ,J,美食家的厨房,J, ACT
1004,1004 - Finding Nemo(UE).zip,Finding Nemo ,U,迪斯尼海底总动员 - 寻找伦莫,E, ACT
1005,"1005 - WarioWare, Inc. - Mega Microgame$!(US).zip",WarioWare：Inc. - Mega Microgame$! ,U,瓦里奥制造,E, PUZ
1006,1006 - Matchbox Cross Town Heroes(EU).zip,Matchbox Cross Town Heroes ,E,城市救火英雄车,E, ACT
1007,1007 - Spirit - Der wilde Mustang - Auf der Suche nach Homeland(DE).zip,Spirit - Der wilde Mustang - Auf der Suche nach Homeland ,E,小马王,G, AVG
1008,1008 - Findet Nemo(DE).zip,Findet Nemo ,G,迪斯尼海底总动员 - 寻找伦莫,G, ACT
1009,1009 - Iridion II(US).zip,Iridion II ,U,伊登战机2,E, STG
1010,1010 - Iridion II(EU).zip,Iridion II ,M3,伊登战机2,M3, STG
1011,1011 - Buffy - Im Bann der Damonen - Koenig Darkhuls Zorn(DE).zip,Buffy - Im Bann der Damonen - Koenig Darkhuls Zorn ,G,吸血鬼杀手巴菲 - 返回黑暗世界,G, ACT
1012,"1012 - WarioWare, Inc. - Minigame Mania(EU).zip",WarioWare：Inc. - Minigame Mania ,M5,瓦里奥制造,M5, PUZ
1013,1013 - Donkey Kong Country(EU).zip,Donkey Kong Country ,M5,超级大金刚1,M5, ACT
1014,1014 - Sega Arcade Gallery(EU).zip,Sega Arcade Gallery ,M5,世嘉街机驾驶类游戏合集,M5, ETC
1015,1015 - Britney's Dance Beat(EU).zip,Britney's Dance Beat ,M2,小甜甜布兰妮之舞蹈节拍,M2, ETC
1016,1016 - Weekend Miljonairs(NL).zip,Weekend Miljonairs ,H,谁想成为百万富翁,H, ETC
1017,1017 - Bratz(EU).zip,Bratz ,M5,贝兹洋娃娃 - 跳舞机,M5, ETC
1018,1018 - Agassi Tennis Generation(US).zip,Agassi Tennis Generation ,U,阿加西网球世代,E, SPG
1019,1019 - Yu-Gi-Oh! Worldwide Edition - Stairway to the Destined Duel(US).zip,Yu - Gi - Oh! Worldwide Edition - Stairway to the Destined Duel ,M6,游戏王6 - 国际版,M6, TAB
1020,1020 - Disney Sports - Skateboarding(EU).zip,Disney Sports - Skateboarding ,M5,迪斯尼全明星体育系列 - 滑板,M5, SPG
1021,1021 - Disney Sports - Football(EU).zip,Disney Sports - Football ,M5,迪斯尼全明星体育系列 - 足球,M5, SPG
1022,1022 - Midnight Club - Street Racing(EU).zip,Midnight Club - Street Racing ,M5,港湾深夜俱乐部 - 街头狂飙车,M5, RCG
1023,1023 - Tottoko Hamutarou 4 - Nijiiro Daikoushin Dechu(JP).zip,Tottoko Hamutarou 4 - Nijiiro Daikoushin Dechu ,J,哈姆太郎4 - 虹色大行进,J, AVG
1024,1024 - Disney Sports - Snowboarding(EU).zip,Disney Sports - Snowboarding ,M5,迪斯尼全明星体育系列 - 滑雪板,M5, SPG
1025,1025 - Chessmaster(US).zip,Chessmaster ,U,国际象棋棋大师,E, TAB
1026,1026 - Spirit - Stallion of the Cimarron - Search for Homeland(EU).zip,Spirit - Stallion of the Cimarron - Search for Homeland ,E,小马王,E, ACT
1027,1027 - Hamster Monogatari 3 GBA(JP).zip,Hamster Monogatari 3 GBA ,J,仓鼠物语3,J, TCG
1028,1028 - Woody Woodpecker - Crazy Castle 5(JP).zip,Woody Woodpecker - Crazy Castle 5 ,J,啄木鸟伍迪闯疯狂城堡5,J, ACT
1029,1029 - Puzzle & Tantei Collection(JP).zip,Puzzle & Tantei Collection ,J,方块和侦探游戏合集,J, ETC
1030,1030 - GetBackers Dakkanya - Metropolis Dakkan Sakusen!(JP).zip,GetBackers Dakkanya - Metropolis Dakkan Sakusen! ,J,闪灵二人组 - 首都夺还作战,J, RPG
1031,1031 - Tony Hawk's Pro Skater 3(DE).zip,Tony Hawk's Pro Skater 3 ,G,托尼·霍克职业滑板3,G, SPG
1032,1032 - Pro Beach Soccer(EU).zip,Pro Beach Soccer ,M6,职业沙滩足球,M6, SPG
1033,"1033 - Incredible Hulk, The(US).zip",Incredible Hulk：The ,U,变相怪杰绿巨人,E, ACT
1034,1034 - Wing Commander - Prophecy(US).zip,Wing Commander - Prophecy ,U,银河飞将 - 预言,E, STG
1035,1035 - Bouken Yuuki Pluster World - Densetsu no Plust Gate(JP).zip,Bouken Yuuki Pluster World - Densetsu no Plust Gate ,J,冒险游记 - 未发现的传说,J, RPG
1036,1036 - Rugrats - Go Wild(UE).zip,Rugrats - Go Wild ,U,鲁加特野外历险记,E, ACT
1037,1037 - Medabots AX - Metabee Version(EU).zip,Medabots AX - Metabee Version ,M5,金属机器人大战AX - 蓝蜂版,M5, FTG
1038,1038 - Zen-Nippon Shounen Soccer Taikai 2 - Mezase Nippon-ichi!(JP).zip,Zen - Nippon Shounen Soccer Taikai 2 - Mezase Nippon - ichi! ,J,全日本少年足球大会2 - 目标日本第一,J, SPG
1039,1039 - Scooby-Doo(DE).zip,Scooby - Doo ,G,史酷比鬼屋历险 - 真人照片版,G, AVG
1040,1040 - GT Advance 3 - Pro Concept Racing(EU).zip,GT Advance 3 - Pro Concept Racing ,E,GT3职业概念锦标车赛,E, RCG
1041,1041 - Sonic Pinball Party(US).zip,Sonic Pinball Party ,M6,索尼克弹珠派对,M6, PUZ
1042,1042 - Spider-Man(DE).zip,Spider - Man ,G,蜘蛛侠 - 电影版,G, ACT
1043,1043 - Tom Clancy's Splinter Cell(EU).zip,Tom Clancy's Splinter Cell ,M6,分裂细胞1,M6, ACT
1044,1044 - Fortress(EU).zip,Fortress ,E,堡垒,E, PUZ
1045,1045 - Wolfenstein 3-D(EU).zip,Wolfenstein 3 - D ,E,3D德军总部,E, FPS
1046,1046 - Megaman & Bass(EU).zip,Megaman & Bass ,E,洛克人与佛鲁迪,E, ACT
1047,1047 - Gekitou Densetsu Noah - Dream Management(JP).zip,Gekitou Densetsu Noah - Dream Management ,J,激斗传说拳击 - 梦幻经理人,J, SLG
1048,1048 - Ultimate Muscle - The Kinnikuman Legacy - The Path of the Superhero(US).zip,Ultimate Muscle - The Kinnikuman Legacy - The Path of the Superhero ,U,终极筋肉人 - 超级英雄之路,E, FTG
1049,"1049 - Incredible Hulk, The(EU).zip",Incredible Hulk：The ,M5,变相怪杰绿巨人,M5, ACT
1050,1050 - Wakeboarding Unleashed featuring Shaun Murray(EU).zip,Wakeboarding Unleashed featuring Shaun Murray ,U,极限水上滑板,E, SPG
1051,1051 - Angel Collection - Mezase! Gakuen no Fashion Leader(JP).zip,Angel Collection - Mezase! Gakuen no Fashion Leader ,J,天使的收藏品,J, TCG
1052,1052 - Mahou no Pumpkin - Ann to Greg no Daibouken(JP).zip,Mahou no Pumpkin - Ann to Greg no Daibouken ,J,魔法南瓜头,J, ACT
1053,1053 - Crazy Taxi - Catch a Ride(EU).zip,Crazy Taxi - Catch a Ride ,M5,疯狂出租车,M5, RCG
1054,1054 - Frogger's Adventures 2 - The Lost Wand(EU).zip,Frogger's Adventures 2 - The Lost Wand ,M5,青蛙冒险2 - 失落的权杖,M5, ACT
1055,1055 - Donkey Kong Country(US).zip,Donkey Kong Country ,U,超级大金刚1,E, ACT
1056,1056 - Dragon Ball Z - The Legacy of Goku II(EU).zip,Dragon Ball Z - The Legacy of Goku II ,M5,七龙珠Z - 悟空的遗产传说2,M5, A·RPG
1057,1057 - Sega Smash Pack(EU).zip,Sega Smash Pack ,E,世嘉街机动作类游戏合集,E, ETC
1058,1058 - Disney Sports - Motocross(JP).zip,Disney Sports - Motocross ,J,迪斯尼全明星体育系列 - 摩托车,J, SPG
1059,1059 - Disney Sports - Snowboarding(JP).zip,Disney Sports - Snowboarding ,J,迪斯尼全明星体育系列 - 滑雪板,J, SPG
1060,1060 - Advance Wars 2 - Black Hole Rising(US).zip,Advance Wars 2 - Black Hole Rising ,U,高级战争2 - 黑洞的升起,E, SLG
1061,1061 - Little League Baseball 2002(US).zip,Little League Baseball 2002 ,M2,小型棒球联赛2002,M2, SPG
1062,1062 - Ninja Five-0(US).zip,Ninja Five - 0 ,U,忍者刑警,E, ACT
1063,1063 - Monster Gate - Ooinaru Dungeon - Fuuin no Orb(JP).zip,Monster Gate - Ooinaru Dungeon - Fuuin no Orb ,J,怪兽之门2,J, A·RPG
1064,1064 - Eggo Mania(EU).zip,Eggo Mania ,M6,战斗蛋方块,M6, PUZ
1065,1065 - Stuntman(EU).zip,Stuntman ,M5,特技人车,M5, RCG
1066,1066 - BattleBots - Beyond the BattleBox(EU).zip,BattleBots - Beyond the BattleBox ,M3,战斗机器 - 超越的战斗空间,M3, ACT
1067,1067 - Disney Sports - Basketball(EU).zip,Disney Sports - Basketball ,M5,迪斯尼全明星体育系列 - 篮球,M5, SPG
1068,1068 - Disney Sports - Motocross(EU).zip,Disney Sports - Motocross ,M5,迪斯尼全明星体育系列 - 摩托车,M5, RCG
1069,1069 - Mother 1+2(JP).zip,Mother 1+2 ,J,新游戏2合1 - 妈妈合集1+2双套装,J, RPG
1070,1070 - Metal Max 2 Kai(JP).zip,Metal Max 2 Kai ,J,重装机兵2改,J, RPG
1071,1071 - Space Channel 5 - Ulala's Cosmic Attack(US).zip,Space Channel 5 - Ulala's Cosmic Attack ,U,太空频道5 - 舞啦啦之炫耀攻击,E, ETC
1072,1072 - Drome Racers(US).zip,Drome Racers ,U,乐高疯狂赛车,E, RCG
1073,"1073 - King of Fighters EX2, The - Howling Blood(EU).zip",King of Fighters EX2：The - Howling Blood ,U,格斗之王拳皇EX2咆哮之血,E, FTG
1074,1074 - Justice League - Injustice for All(EU).zip,Justice League - Injustice for All ,M5,超人正义联盟,M5, ACT
1075,1075 - Hamtaro - Ham-Ham Heartbreak(EU).zip,Hamtaro - Ham - Ham Heartbreak ,M5,哈姆太郎3 - 恋爱大冒险,M5, AVG
1076,1076 - Rock n' Roll Racing(US).zip,Rock n' Roll Racing ,U,摇滚赛车,E, RCG
1077,1077 - Pirates of the Caribbean - The Curse of the Black Pearl(US).zip,Pirates of the Caribbean - The Curse of the Black Pearl ,M5,加勒比海盗,M5, ACT
1078,1078 - Megaman Battle Network 3 Blue(US).zip,Megaman Battle Network 3 Blue ,U,洛克人战斗网络EXE 3 - 蓝版,E, A·RPG
1079,1079 - Punch King - Arcade Boxing(EU).zip,Punch King - Arcade Boxing ,M3,击倒王,M3, FTG
1080,1080 - Megaman Battle Network 3 White(US).zip,Megaman Battle Network 3 White ,E,洛克人战斗网络EXE 3 - 白版,E, A·RPG
1081,1081 - Stuntman(US).zip,Stuntman ,M3,特技人车,M3, RCG
1082,1082 - Jet Grind Radio(US).zip,Jet Grind Radio ,E,喷射小子滑板 - 街头涂鸦,E, SPG
1083,"1083 - Simpsons, The - Road Rage(UE).zip",Simpsons：The - Road Rage ,U,辛普森疯狂大道赛车,E, RCG
1084,1084 - Buffy - The Vampire Slayer - Wrath of the Darkhul King(UE).zip,Buffy - The Vampire Slayer - Wrath of the Darkhul King ,U,吸血鬼杀手巴菲 - 返回黑暗世界,U, ACT
1085,1085 - Dragon Ball Z - The Legacy of Goku II(US).zip,Dragon Ball Z - The Legacy of Goku II ,U,七龙珠Z - 悟空的遗产传说2,E, A·RPG
1086,1086 - Disneys Prinzessinnen(DE).zip,Disneys Prinzessinnen ,G,迪斯尼白雪公主们,G, ACT
1087,1087 - Frogger - Mahou no Kuni no Daibouken(JP).zip,Frogger - Mahou no Kuni no Daibouken ,J,青蛙冒险2 - 魔法国大冒险,J, ACT
1088,1088 - Hachiemon(JP).zip,Hachiemon ,J,哈欠妖怪,J, AVG
1089,1089 - Hamster Monogatari Collection(JP).zip,Hamster Monogatari Collection ,J,仓鼠太郎大收藏,J, AVG
1090,1090 - Minna no Shiiku Series - Boku no Kabuto-Kuwagata(JP).zip,Minna no Shiiku Series - Boku no Kabuto - Kuwagata ,J,大家的养育系列3我的盔甲.刀饰,J, TCG
1091,1091 - F1 2002(EU).zip,F1 2002 ,M5,F1大奖赛车2002,M5, RCG
1092,1092 - Pokemon - Saphir-Edition(DE).zip,Pokemon - Saphir - Edition ,G,口袋妖怪蓝宝石,G, RPG
1093,1093 - Super Mario Advance 4(JP).zip,Super Mario Advance 4 ,J,超级马里奥4,J, ACT
1094,1094 - Spy Kids 3-D - Game Over(US).zip,Spy Kids 3 - D - Game Over ,E,间谍小子3D - 游戏终结,E, ACT
1095,1095 - Tootuff - The Gagmachine(EU).zip,Tootuff - The Gagmachine ,M5,坏小子 - 迪德夫历险记,M5, AVG
1096,1096 - Mickey to Minnie no Magical Quest 2(JP).zip,Mickey to Minnie no Magical Quest 2 ,J,迪斯尼的米奇老鼠2,J, ACT
1097,1097 - Croket! 2 - Yami no Bank to Banqueen(JP).zip,Croket! 2 - Yami no Bank to Banqueen ,J,馅饼2 - 黑暗邦克和邦公主,J, FTG
1098,1098 - Nakayoshi Pet Advance Series 4 - Kawaii Koinu Mini - Wankoto Asobou!! Kogata Inu(JP).zip,Nakayoshi Pet Advance Series 4 - Kawaii Koinu Mini - Wankoto Asobou!! Kogata Inu ,J,动物伴侣系列四 - 可爱小型狗,J, TCG
1099,1099 - Get! - Boku no Mushi Tsukamaete(JP).zip,Get! - Boku no Mushi Tsukamaete ,J,捉住我的捕虫日记,J, TCG
1100,1100 - Hamster Paradise - Pure Heart(JP).zip,Hamster Paradise - Pure Heart ,J,火腿太郎乐园 - 清纯之心,J, TCG
1101,1101 - Wing Commander - Prophecy(EU).zip,Wing Commander - Prophecy ,M5,银河飞将 - 预言,M5, STG
1102,1102 - Bokura no Taiyou - Taiyou Action RPG(JP).zip,Bokura no Taiyou,M5, Taiyou Action ,M5, RPG
1103,1103 - Sonic Pinball Party(JP).zip,Sonic Pinball Party ,M6,索尼克弹珠派对,M6, TAB
